HGNC ID	Approved symbol	Approved name	Status	Locus type	Previous symbols	Alias symbols	Chromosome	NCBI Gene ID	Ensembl gene ID	Vega gene ID	Group ID	Group name
HGNC:16653	MRPL48	mitochondrial ribosomal protein L48	Approved	gene with protein product		CGI-118	11q13.4	51642	ENSG00000175581	OTTHUMG00000168048	646	Mitochondrial ribosomal proteins
HGNC:1176	MRPL49	mitochondrial ribosomal protein L49	Approved	gene with protein product	C11orf4	NOF, NOF1, L49mt	11q13.1	740	ENSG00000149792	OTTHUMG00000165608	646	Mitochondrial ribosomal proteins
HGNC:16654	MRPL50	mitochondrial ribosomal protein L50	Approved	gene with protein product		FLJ20493, MRP-L50	9q31.1	54534	ENSG00000136897	OTTHUMG00000020384	646	Mitochondrial ribosomal proteins
HGNC:14044	MRPL51	mitochondrial ribosomal protein L51	Approved	gene with protein product	MRP64	CDA09, HSPC241, bMRP64	12p13.31	51258	ENSG00000111639	OTTHUMG00000168512	646	Mitochondrial ribosomal proteins
HGNC:16655	MRPL52	mitochondrial ribosomal protein L52	Approved	gene with protein product			14q11.2	122704	ENSG00000172590	OTTHUMG00000028703	646	Mitochondrial ribosomal proteins
HGNC:16684	MRPL53	mitochondrial ribosomal protein L53	Approved	gene with protein product			2p13.1	116540	ENSG00000204822	OTTHUMG00000129961	646	Mitochondrial ribosomal proteins
HGNC:16685	MRPL54	mitochondrial ribosomal protein L54	Approved	gene with protein product			19p13.3	116541	ENSG00000183617	OTTHUMG00000180873	646	Mitochondrial ribosomal proteins
HGNC:16686	MRPL55	mitochondrial ribosomal protein L55	Approved	gene with protein product			1q42.13	128308	ENSG00000162910	OTTHUMG00000037965	646	Mitochondrial ribosomal proteins
HGNC:14514	MRPL57	mitochondrial ribosomal protein L57	Approved	gene with protein product	MRP63		13q12.11	78988	ENSG00000173141	OTTHUMG00000016532	646	Mitochondrial ribosomal proteins
HGNC:14277	MRPL9	mitochondrial ribosomal protein L9	Approved	gene with protein product			1q21.3	65005	ENSG00000143436	OTTHUMG00000013063	646	Mitochondrial ribosomal proteins
HGNC:14502	MRPS10	mitochondrial ribosomal protein S10	Approved	gene with protein product		FLJ10567	6p21.1	55173	ENSG00000048544	OTTHUMG00000014694	646	Mitochondrial ribosomal proteins
HGNC:14050	MRPS11	mitochondrial ribosomal protein S11	Approved	gene with protein product		FLJ23406, HCC-2, FLJ22512	15q25.3	64963	ENSG00000181991	OTTHUMG00000148678	646	Mitochondrial ribosomal proteins
HGNC:10380	MRPS12	mitochondrial ribosomal protein S12	Approved	gene with protein product	RPMS12	RPS12, RPSM12	19q13.2	6183	ENSG00000128626	OTTHUMG00000182692	646	Mitochondrial ribosomal proteins
HGNC:14049	MRPS14	mitochondrial ribosomal protein S14	Approved	gene with protein product		HSMRPS14	1q25.1	63931	ENSG00000120333	OTTHUMG00000034878	646	Mitochondrial ribosomal proteins
HGNC:14504	MRPS15	mitochondrial ribosomal protein S15	Approved	gene with protein product		FLJ11564	1p34.3	64960	ENSG00000116898	OTTHUMG00000008042	646	Mitochondrial ribosomal proteins
HGNC:14048	MRPS16	mitochondrial ribosomal protein S16	Approved	gene with protein product		CGI-132	10q22.2	51021	ENSG00000182180	OTTHUMG00000018454	646	Mitochondrial ribosomal proteins
HGNC:14047	MRPS17	mitochondrial ribosomal protein S17	Approved	gene with protein product		HSPC011, RPMS17, MRP-S17	7p11.2	51373	ENSG00000239789	OTTHUMG00000023153	646	Mitochondrial ribosomal proteins
HGNC:14515	MRPS18A	mitochondrial ribosomal protein S18A	Approved	gene with protein product		FLJ10548, MRPS18-3	6p21.1	55168	ENSG00000096080	OTTHUMG00000014750	646	Mitochondrial ribosomal proteins
HGNC:14516	MRPS18B	mitochondrial ribosomal protein S18B	Approved	gene with protein product		MRPS18-2, PTD017, C6orf14, HSPC183	6p21.33	28973	ENSG00000204568	OTTHUMG00000031268	646	Mitochondrial ribosomal proteins
HGNC:16633	MRPS18C	mitochondrial ribosomal protein S18C	Approved	gene with protein product		MRPS18-1, CGI-134, FLJ11146, FLJ22967	4q21.23	51023	ENSG00000163319	OTTHUMG00000130430	646	Mitochondrial ribosomal proteins
HGNC:14495	MRPS2	mitochondrial ribosomal protein S2	Approved	gene with protein product		CGI-91	9q34.3	51116	ENSG00000122140	OTTHUMG00000020910	646	Mitochondrial ribosomal proteins
HGNC:14046	MRPS21	mitochondrial ribosomal protein S21	Approved	gene with protein product			1q21.2	54460	ENSG00000266472	OTTHUMG00000012544	646	Mitochondrial ribosomal proteins
HGNC:14508	MRPS22	mitochondrial ribosomal protein S22	Approved	gene with protein product		MRP-S22, GK002, C3orf5, GIBT	3q23	56945	ENSG00000175110	OTTHUMG00000159910	646	Mitochondrial ribosomal proteins
HGNC:14509	MRPS23	mitochondrial ribosomal protein S23	Approved	gene with protein product		MRP-S23, CGI-138, HSPC329	17q22	51649	ENSG00000181610	OTTHUMG00000178774	646	Mitochondrial ribosomal proteins
HGNC:14510	MRPS24	mitochondrial ribosomal protein S24	Approved	gene with protein product		MRP-S24, HSPC335	7p13	64951	ENSG00000062582	OTTHUMG00000023175	646	Mitochondrial ribosomal proteins
HGNC:14511	MRPS25	mitochondrial ribosomal protein S25	Approved	gene with protein product		MRP-S25, FLJ00023, DKFZp313H0817, RPMS25	3p25.1	64432	ENSG00000131368	OTTHUMG00000129836	646	Mitochondrial ribosomal proteins
HGNC:14045	MRPS26	mitochondrial ribosomal protein S26	Approved	gene with protein product	C20orf193	MRP-S13, MRP-S26, RPMS13, dJ534B8.3	20p13	64949	ENSG00000125901	OTTHUMG00000031721	646	Mitochondrial ribosomal proteins
HGNC:14512	MRPS27	mitochondrial ribosomal protein S27	Approved	gene with protein product		KIAA0264	5q13.2	23107	ENSG00000113048	OTTHUMG00000100951	646	Mitochondrial ribosomal proteins
HGNC:14513	MRPS28	mitochondrial ribosomal protein S28	Approved	gene with protein product		MRP-S28, HSPC007, MRPS35	8q21.13	28957	ENSG00000147586	OTTHUMG00000164642	646	Mitochondrial ribosomal proteins
HGNC:2673	DAP3	death associated protein 3	Approved	gene with protein product		MRPS29, DAP-3, MRP-S29, bMRP-10, MGC126058, MGC126059, DKFZp686G12159	1q22	7818	ENSG00000132676	OTTHUMG00000035439	646	Mitochondrial ribosomal proteins
HGNC:8769	MRPS30	mitochondrial ribosomal protein S30	Approved	gene with protein product	PDCD9	PAP	5p12	10884	ENSG00000112996	OTTHUMG00000096967	646	Mitochondrial ribosomal proteins
HGNC:16632	MRPS31	mitochondrial ribosomal protein S31	Approved	gene with protein product		IMOGN38	13q14.11	10240	ENSG00000102738	OTTHUMG00000016777	646	Mitochondrial ribosomal proteins
HGNC:16634	MRPS33	mitochondrial ribosomal protein S33	Approved	gene with protein product		CGI-139	7q34	51650	ENSG00000090263	OTTHUMG00000157456	646	Mitochondrial ribosomal proteins
HGNC:16618	MRPS34	mitochondrial ribosomal protein S34	Approved	gene with protein product		MRP-S12, MGC2616	16p13.3	65993	ENSG00000074071	OTTHUMG00000128636	646	Mitochondrial ribosomal proteins
HGNC:16635	MRPS35	mitochondrial ribosomal protein S35	Approved	gene with protein product		MRPS28, MDS023	12p11.22	60488	ENSG00000061794	OTTHUMG00000169215	646	Mitochondrial ribosomal proteins
HGNC:16631	MRPS36	mitochondrial ribosomal protein S36	Approved	gene with protein product		DC47, MRP-S36	5q13.2	92259	ENSG00000134056	OTTHUMG00000162443	646	Mitochondrial ribosomal proteins
HGNC:14498	MRPS5	mitochondrial ribosomal protein S5	Approved	gene with protein product		MRP-S5, S5mt	2q11.1	64969	ENSG00000144029	OTTHUMG00000130394	646	Mitochondrial ribosomal proteins
HGNC:14051	MRPS6	mitochondrial ribosomal protein S6	Approved	gene with protein product	C21orf101	MRP-S6, RPMS6	21q22.11	64968	ENSG00000243927	OTTHUMG00000065820	646	Mitochondrial ribosomal proteins
HGNC:14499	MRPS7	mitochondrial ribosomal protein S7	Approved	gene with protein product		MRP-S, RP-S7, RPMS7	17q25.1	51081	ENSG00000125445	OTTHUMG00000179484	646	Mitochondrial ribosomal proteins
HGNC:14501	MRPS9	mitochondrial ribosomal protein S9	Approved	gene with protein product		RPMS9, MRP-S9, S9mt	2q12.1	64965	ENSG00000135972	OTTHUMG00000130807	646	Mitochondrial ribosomal proteins
HGNC:10383	RPS10	ribosomal protein S10	Approved	gene with protein product		MGC88819, S10	6p21.31	6204	ENSG00000124614	OTTHUMG00000014546	728	S ribosomal proteins
HGNC:10384	RPS11	ribosomal protein S11	Approved	gene with protein product		S11	19q13.3	6205	ENSG00000142534	OTTHUMG00000183156	728	S ribosomal proteins
HGNC:10385	RPS12	ribosomal protein S12	Approved	gene with protein product		S12	6q23.2	6206	ENSG00000112306	OTTHUMG00000015593	728	S ribosomal proteins
HGNC:10386	RPS13	ribosomal protein S13	Approved	gene with protein product		S13	11p15.1	6207	ENSG00000110700	OTTHUMG00000165988	728	S ribosomal proteins
HGNC:10387	RPS14	ribosomal protein S14	Approved	gene with protein product		EMTB, S14	5q33.1	6208	ENSG00000164587	OTTHUMG00000130080	728	S ribosomal proteins
HGNC:10388	RPS15	ribosomal protein S15	Approved	gene with protein product		RIG, MGC111130, S15	19p13.3	6209	ENSG00000115268	OTTHUMG00000140099	728	S ribosomal proteins
HGNC:10389	RPS15A	ribosomal protein S15a	Approved	gene with protein product		S15A	16p12.3	6210	ENSG00000134419	OTTHUMG00000131365	728	S ribosomal proteins
HGNC:10396	RPS16	ribosomal protein S16	Approved	gene with protein product		S16	19q13.2	6217	ENSG00000105193	OTTHUMG00000182972	728	S ribosomal proteins
HGNC:10397	RPS17	ribosomal protein S17	Approved	gene with protein product	RPS17L	RPS17L1, RPS17L2, MGC72007, S17	15q25.2	6218	ENSG00000182774	OTTHUMG00000147355	728	S ribosomal proteins
HGNC:10401	RPS18	ribosomal protein S18	Approved	gene with protein product	D6S218E	KE3, KE-3, HKE3, S18	6p21.32	6222	ENSG00000231500	OTTHUMG00000031053	728	S ribosomal proteins
HGNC:10402	RPS19	ribosomal protein S19	Approved	gene with protein product	LOH19CR1	S19, eS19, DBA	19q13.2	6223	ENSG00000105372	OTTHUMG00000182676	728	S ribosomal proteins
HGNC:10404	RPS2	ribosomal protein S2	Approved	gene with protein product		LLREP3, S2	16p13.3	6187	ENSG00000140988	OTTHUMG00000128708	728	S ribosomal proteins
HGNC:10405	RPS20	ribosomal protein S20	Approved	gene with protein product		S20, uS10	8q12.1	6224	ENSG00000008988	OTTHUMG00000164297	728	S ribosomal proteins
HGNC:10409	RPS21	ribosomal protein S21	Approved	gene with protein product		S21	20q13.33	6227	ENSG00000171858	OTTHUMG00000032915	728	S ribosomal proteins
HGNC:10410	RPS23	ribosomal protein S23	Approved	gene with protein product		S23, uS12	5q14.2	6228	ENSG00000186468	OTTHUMG00000162557	728	S ribosomal proteins
HGNC:10411	RPS24	ribosomal protein S24	Approved	gene with protein product		S24, eS24	10q22.3	6229	ENSG00000138326	OTTHUMG00000018549	728	S ribosomal proteins
HGNC:10413	RPS25	ribosomal protein S25	Approved	gene with protein product		S25	11q23.3	6230	ENSG00000118181	OTTHUMG00000166350	728	S ribosomal proteins
HGNC:10414	RPS26	ribosomal protein S26	Approved	gene with protein product		S26, eS26	12q13.2	6231	ENSG00000197728	OTTHUMG00000170139	728	S ribosomal proteins
HGNC:10416	RPS27	ribosomal protein S27	Approved	gene with protein product		MPS-1, MPS1, S27	1q21.3	6232	ENSG00000177954	OTTHUMG00000036591	728	S ribosomal proteins
HGNC:10417	RPS27A	ribosomal protein S27a	Approved	gene with protein product		UBCEP80, Uba80, S27A	2p16.1	6233	ENSG00000143947	OTTHUMG00000151919	728	S ribosomal proteins
HGNC:18476	RPS27L	ribosomal protein S27 like	Approved	gene with protein product			15q22.2	51065	ENSG00000185088	OTTHUMG00000155301	728	S ribosomal proteins
HGNC:10418	RPS28	ribosomal protein S28	Approved	gene with protein product		S28, eS28	19p13.2	6234	ENSG00000233927	OTTHUMG00000182460	728	S ribosomal proteins
HGNC:10419	RPS29	ribosomal protein S29	Approved	gene with protein product		S29, uS14	14q21.3	6235	ENSG00000213741	OTTHUMG00000140272	728	S ribosomal proteins
HGNC:10420	RPS3	ribosomal protein S3	Approved	gene with protein product		FLJ26283, FLJ27450, MGC87870, S3	11q13.4	6188	ENSG00000149273	OTTHUMG00000165448	728	S ribosomal proteins
HGNC:3597	FAU	FAU ubiquitin like and ribosomal protein S30 fusion	Approved	gene with protein product		RPS30, FLJ22986, Fub1, Fubi, MNSFbeta, asr1, S30	11q13.1	2197	ENSG00000149806	OTTHUMG00000165606	728	S ribosomal proteins
HGNC:10421	RPS3A	ribosomal protein S3A	Approved	gene with protein product	MFTL	S3A	4q31.3	6189	ENSG00000145425	OTTHUMG00000161445	728	S ribosomal proteins
HGNC:10424	RPS4X	ribosomal protein S4 X-linked	Approved	gene with protein product		DXS306, CCG2, SCAR, SCR10, FLJ40595, RPS4, S4	Xq13.1	6191	ENSG00000198034	OTTHUMG00000021813	728	S ribosomal proteins
HGNC:10425	RPS4Y1	ribosomal protein S4 Y-linked 1	Approved	gene with protein product	RPS4Y	MGC5070, MGC119100, S4	Yp11.2	6192	ENSG00000129824	OTTHUMG00000036152	728	S ribosomal proteins
HGNC:18501	RPS4Y2	ribosomal protein S4 Y-linked 2	Approved	gene with protein product	RPS4Y2P		Yq11.223	140032	ENSG00000280969	OTTHUMG00000036540	728	S ribosomal proteins
HGNC:10426	RPS5	ribosomal protein S5	Approved	gene with protein product		S5	19q13.43	6193	ENSG00000083845	OTTHUMG00000183530	728	S ribosomal proteins
HGNC:10429	RPS6	ribosomal protein S6	Approved	gene with protein product		S6	9p22.1	6194	ENSG00000137154	OTTHUMG00000019642	728	S ribosomal proteins
HGNC:10440	RPS7	ribosomal protein S7	Approved	gene with protein product		S7, eS7	2p25.3	6201	ENSG00000171863	OTTHUMG00000090305	728	S ribosomal proteins
HGNC:10441	RPS8	ribosomal protein S8	Approved	gene with protein product		S8	1p34.1	6202	ENSG00000142937	OTTHUMG00000008494	728	S ribosomal proteins
HGNC:10442	RPS9	ribosomal protein S9	Approved	gene with protein product		S9	19q13.42	6203	ENSG00000170889	OTTHUMG00000066618	728	S ribosomal proteins
HGNC:6502	RPSA	ribosomal protein SA	Approved	gene with protein product	LAMR1	LRP, 37LRP, p40, SA	3p22.1	3921	ENSG00000168028	OTTHUMG00000131296	728	S ribosomal proteins
HGNC:14502	MRPS10	mitochondrial ribosomal protein S10	Approved	gene with protein product		FLJ10567	6p21.1	55173	ENSG00000048544	OTTHUMG00000014694	1996	Small subunit mitochondrial ribosomal proteins
HGNC:14050	MRPS11	mitochondrial ribosomal protein S11	Approved	gene with protein product		FLJ23406, HCC-2, FLJ22512	15q25.3	64963	ENSG00000181991	OTTHUMG00000148678	1996	Small subunit mitochondrial ribosomal proteins
HGNC:10380	MRPS12	mitochondrial ribosomal protein S12	Approved	gene with protein product	RPMS12	RPS12, RPSM12	19q13.2	6183	ENSG00000128626	OTTHUMG00000182692	1996	Small subunit mitochondrial ribosomal proteins
HGNC:14049	MRPS14	mitochondrial ribosomal protein S14	Approved	gene with protein product		HSMRPS14	1q25.1	63931	ENSG00000120333	OTTHUMG00000034878	1996	Small subunit mitochondrial ribosomal proteins
HGNC:14504	MRPS15	mitochondrial ribosomal protein S15	Approved	gene with protein product		FLJ11564	1p34.3	64960	ENSG00000116898	OTTHUMG00000008042	1996	Small subunit mitochondrial ribosomal proteins
HGNC:14048	MRPS16	mitochondrial ribosomal protein S16	Approved	gene with protein product		CGI-132	10q22.2	51021	ENSG00000182180	OTTHUMG00000018454	1996	Small subunit mitochondrial ribosomal proteins
HGNC:14047	MRPS17	mitochondrial ribosomal protein S17	Approved	gene with protein product		HSPC011, RPMS17, MRP-S17	7p11.2	51373	ENSG00000239789	OTTHUMG00000023153	1996	Small subunit mitochondrial ribosomal proteins
HGNC:14515	MRPS18A	mitochondrial ribosomal protein S18A	Approved	gene with protein product		FLJ10548, MRPS18-3	6p21.1	55168	ENSG00000096080	OTTHUMG00000014750	1996	Small subunit mitochondrial ribosomal proteins
HGNC:14516	MRPS18B	mitochondrial ribosomal protein S18B	Approved	gene with protein product		MRPS18-2, PTD017, C6orf14, HSPC183	6p21.33	28973	ENSG00000204568	OTTHUMG00000031268	1996	Small subunit mitochondrial ribosomal proteins
HGNC:16633	MRPS18C	mitochondrial ribosomal protein S18C	Approved	gene with protein product		MRPS18-1, CGI-134, FLJ11146, FLJ22967	4q21.23	51023	ENSG00000163319	OTTHUMG00000130430	1996	Small subunit mitochondrial ribosomal proteins
HGNC:14495	MRPS2	mitochondrial ribosomal protein S2	Approved	gene with protein product		CGI-91	9q34.3	51116	ENSG00000122140	OTTHUMG00000020910	1996	Small subunit mitochondrial ribosomal proteins
HGNC:14046	MRPS21	mitochondrial ribosomal protein S21	Approved	gene with protein product			1q21.2	54460	ENSG00000266472	OTTHUMG00000012544	1996	Small subunit mitochondrial ribosomal proteins
HGNC:14508	MRPS22	mitochondrial ribosomal protein S22	Approved	gene with protein product		MRP-S22, GK002, C3orf5, GIBT	3q23	56945	ENSG00000175110	OTTHUMG00000159910	1996	Small subunit mitochondrial ribosomal proteins
HGNC:14509	MRPS23	mitochondrial ribosomal protein S23	Approved	gene with protein product		MRP-S23, CGI-138, HSPC329	17q22	51649	ENSG00000181610	OTTHUMG00000178774	1996	Small subunit mitochondrial ribosomal proteins
HGNC:14510	MRPS24	mitochondrial ribosomal protein S24	Approved	gene with protein product		MRP-S24, HSPC335	7p13	64951	ENSG00000062582	OTTHUMG00000023175	1996	Small subunit mitochondrial ribosomal proteins
HGNC:14511	MRPS25	mitochondrial ribosomal protein S25	Approved	gene with protein product		MRP-S25, FLJ00023, DKFZp313H0817, RPMS25	3p25.1	64432	ENSG00000131368	OTTHUMG00000129836	1996	Small subunit mitochondrial ribosomal proteins
HGNC:14045	MRPS26	mitochondrial ribosomal protein S26	Approved	gene with protein product	C20orf193	MRP-S13, MRP-S26, RPMS13, dJ534B8.3	20p13	64949	ENSG00000125901	OTTHUMG00000031721	1996	Small subunit mitochondrial ribosomal proteins
HGNC:14512	MRPS27	mitochondrial ribosomal protein S27	Approved	gene with protein product		KIAA0264	5q13.2	23107	ENSG00000113048	OTTHUMG00000100951	1996	Small subunit mitochondrial ribosomal proteins
HGNC:14513	MRPS28	mitochondrial ribosomal protein S28	Approved	gene with protein product		MRP-S28, HSPC007, MRPS35	8q21.13	28957	ENSG00000147586	OTTHUMG00000164642	1996	Small subunit mitochondrial ribosomal proteins
HGNC:8769	MRPS30	mitochondrial ribosomal protein S30	Approved	gene with protein product	PDCD9	PAP	5p12	10884	ENSG00000112996	OTTHUMG00000096967	1996	Small subunit mitochondrial ribosomal proteins
HGNC:16632	MRPS31	mitochondrial ribosomal protein S31	Approved	gene with protein product		IMOGN38	13q14.11	10240	ENSG00000102738	OTTHUMG00000016777	1996	Small subunit mitochondrial ribosomal proteins
HGNC:16634	MRPS33	mitochondrial ribosomal protein S33	Approved	gene with protein product		CGI-139	7q34	51650	ENSG00000090263	OTTHUMG00000157456	1996	Small subunit mitochondrial ribosomal proteins
HGNC:16618	MRPS34	mitochondrial ribosomal protein S34	Approved	gene with protein product		MRP-S12, MGC2616	16p13.3	65993	ENSG00000074071	OTTHUMG00000128636	1996	Small subunit mitochondrial ribosomal proteins
HGNC:16635	MRPS35	mitochondrial ribosomal protein S35	Approved	gene with protein product		MRPS28, MDS023	12p11.22	60488	ENSG00000061794	OTTHUMG00000169215	1996	Small subunit mitochondrial ribosomal proteins
HGNC:16631	MRPS36	mitochondrial ribosomal protein S36	Approved	gene with protein product		DC47, MRP-S36	5q13.2	92259	ENSG00000134056	OTTHUMG00000162443	1996	Small subunit mitochondrial ribosomal proteins
