Gene stable ID	Gene name	Chromosome/scaffold name	Gene start (bp)
ENSG00000196475	GK2	4	79406361
ENSG00000163297	ANTXR2	4	79901146
ENSG00000152784	PRDM8	4	80183879
ENSG00000138675	FGF5	4	80266639
ENSG00000197826	CFAP299	4	80335730
ENSG00000152785	BMP3	4	81030708
ENSG00000138669	PRKG2	4	81087370
ENSG00000138670	RASGEF1B	4	81426393
ENSG00000138668	HNRNPD	4	82352498
ENSG00000152795	HNRNPDL	4	82422565
ENSG00000145293	ENOPH1	4	82430590
ENSG00000249242	TMEM150C	4	82483170
ENSG00000145284	SCD5	4	82629539
ENSG00000138674	SEC31A	4	82818509
ENSG00000168152	THAP9	4	82900684
ENSG00000189308	LIN54	4	82909973
ENSG00000138663	COPS4	4	83034447
ENSG00000145287	PLAC8	4	83090048
ENSG00000173085	COQ2	4	83261536
ENSG00000173083	HPSE	4	83292461
ENSG00000163312	HELQ	4	83407343
ENSG00000163319	MRPS18C	4	83455932
ENSG00000163322	ABRAXAS1	4	83459517
ENSG00000138678	GPAT3	4	83535914
ENSG00000163623	NKX6-1	4	84491985
ENSG00000163624	CDS1	4	84583127
ENSG00000163625	WDFY3	4	84669597
ENSG00000138639	ARHGAP24	4	85475150
ENSG00000109339	MAPK10	4	85990007
ENSG00000163629	PTPN13	4	86594315
ENSG00000145283	SLC10A6	4	86823468
ENSG00000163633	C4orf36	4	86876205
ENSG00000172493	AFF1	4	86935002
ENSG00000145332	KLHL8	4	87160103
ENSG00000170509	HSD17B13	4	87303789
ENSG00000198189	HSD17B11	4	87336515
ENSG00000170502	NUDT9	4	87422573
ENSG00000152583	SPARCL1	4	87473335
ENSG00000152591	DSPP	4	87608529
ENSG00000152592	DMP1	4	87650280
ENSG00000029559	IBSP	4	87799554
ENSG00000152595	MEPE	4	87821398
ENSG00000118785	SPP1	4	87975667
ENSG00000118762	PKD2	4	88007635
ENSG00000118777	ABCG2	4	88090150
ENSG00000163644	PPM1K	4	88257620
ENSG00000138642	HERC6	4	88378739
ENSG00000138646	HERC5	4	88457119
ENSG00000255072	PIGY	4	88520998
ENSG00000145337	PYURF	4	88520998
ENSG00000138641	HERC3	4	88592434
ENSG00000177432	NAP1L5	4	88695913
ENSG00000138640	FAM13A	4	88725955
ENSG00000180346	TIGD2	4	89111533
ENSG00000185477	GPRIN3	4	89236383
ENSG00000145335	SNCA	4	89700345
ENSG00000138722	MMRN1	4	89879532
ENSG00000184305	CCSER1	4	90127394
ENSG00000152208	GRID2	4	92303966
ENSG00000172238	ATOH1	4	93828753
ENSG00000163104	SMARCAD1	4	94207611
ENSG00000163106	HPGDS	4	94298535
ENSG00000163110	PDLIM5	4	94451857
ENSG00000138696	BMPR1B	4	94757955
ENSG00000182168	UNC5C	4	95162504
ENSG00000163114	PDHA2	4	95840093
ENSG00000163116	STPG2	4	97184093
ENSG00000138698	RAP1GDS1	4	98261384
ENSG00000168785	TSPAN5	4	98470367
ENSG00000151247	EIF4E	4	98879276
ENSG00000164024	METAP1	4	98995659
ENSG00000197894	ADH5	4	99070978
ENSG00000198099	ADH4	4	99123657
ENSG00000172955	ADH6	4	99202638
ENSG00000187758	ADH1A	4	99276369
ENSG00000196616	ADH1B	4	99304971
ENSG00000248144	ADH1C	4	99336497
ENSG00000196344	ADH7	4	99412261
ENSG00000138813	C4orf17	4	99511012
ENSG00000145331	TRMT10A	4	99546709
ENSG00000138823	MTTP	4	99564081
ENSG00000248713	C4orf54	4	99636529
ENSG00000070190	DAPP1	4	99816827
ENSG00000109270	LAMTOR3	4	99878336
ENSG00000164031	DNAJB14	4	99896248
ENSG00000164032	H2AZ1	4	99948086
ENSG00000145358	DDIT4L	4	100185870
ENSG00000164035	EMCN	4	100395341
ENSG00000138814	PPP3CA	4	101023409
ENSG00000153064	BANK1	4	101411286
ENSG00000138821	SLC39A8	4	102251080
ENSG00000109320	NFKB1	4	102501331
ENSG00000109323	MANBA	4	102630770
ENSG00000109332	UBE2D3	4	102794383
ENSG00000145354	CISD2	4	102868974
ENSG00000164037	SLC9B1	4	102885048
ENSG00000164038	SLC9B2	4	103019868
ENSG00000164039	BDH2	4	103077592
ENSG00000138778	CENPE	4	103105349
ENSG00000169836	TACR3	4	103586031
ENSG00000168772	CXXC4	4	104468308
ENSG00000168769	TET2	4	105145875
ENSG00000138777	PPA2	4	105369077
ENSG00000236699	ARHGEF38	4	105552620
ENSG00000138785	INTS12	4	105682627
ENSG00000138780	GSTCD	4	105708778
ENSG00000168743	NPNT	4	105894775
ENSG00000145348	TBCK	4	106041599
ENSG00000164022	AIMP1	4	106315544
ENSG00000250298	GIMD1	4	106357392
ENSG00000155011	DKK2	4	106921802
ENSG00000138801	PAPSS1	4	107590276
ENSG00000164023	SGMS2	4	107824563
ENSG00000155016	CYP2U1	4	107931549
ENSG00000138796	HADH	4	107989714
ENSG00000138795	LEF1	4	108047545
ENSG00000109475	RPL34	4	108620569
ENSG00000198856	OSTC	4	108650585
ENSG00000164089	ETNPPL	4	108742048
ENSG00000188517	COL25A1	4	108808725
ENSG00000138802	SEC24B	4	109433772
ENSG00000005059	MCUB	4	109560209
ENSG00000138794	CASP6	4	109688622
ENSG00000123739	PLA2G12A	4	109709989
ENSG00000205403	CFI	4	109740694
ENSG00000109534	GAR1	4	109815510
ENSG00000180245	RRH	4	109827972
ENSG00000183423	LRIT3	4	109848107
ENSG00000138798	EGF	4	109912883
ENSG00000170522	ELOVL6	4	110045846
ENSG00000138792	ENPEP	4	110365733
ENSG00000164093	PITX2	4	110617423
ENSG00000174749	FAM241A	4	112145454
ENSG00000138660	AP1AR	4	112231740
ENSG00000145365	TIFA	4	112274537
ENSG00000073331	ALPK1	4	112285509
ENSG00000178403	NEUROG2	4	112513516
ENSG00000138658	ZGRF1	4	112539333
ENSG00000174720	LARP7	4	112637077
ENSG00000145362	ANK2	4	112818032
ENSG00000145349	CAMK2D	4	113418054
ENSG00000180801	ARSJ	4	113900284
ENSG00000174607	UGT8	4	114598770
ENSG00000138653	NDST4	4	114827763
ENSG00000270394	MTRNR2L13	4	116298876
ENSG00000174599	TRAM1L1	4	117083554
ENSG00000164100	NDST3	4	118033618
ENSG00000164099	PRSS12	4	118280038
ENSG00000145388	METTL14	4	118685392
ENSG00000150961	SEC24D	4	118722823
ENSG00000172403	SYNPO2	4	118850688
ENSG00000172399	MYOZ2	4	119135832
ENSG00000145390	USP53	4	119212587
ENSG00000164096	C4orf3	4	119296419
ENSG00000145384	FABP2	4	119317250
ENSG00000138735	PDE5A	4	119494397
ENSG00000164109	MAD2L1	4	120055623
ENSG00000138738	PRDM5	4	120684919
ENSG00000173376	NDNF	4	121035613
ENSG00000050730	TNIP3	4	121131408
ENSG00000186867	QRFPR	4	121328642
ENSG00000164111	ANXA5	4	121667946
ENSG00000164112	SMIM43	4	121758881
ENSG00000123737	EXOSC9	4	121801318
ENSG00000145386	CCNA2	4	121816444
ENSG00000138686	BBS7	4	121824329
ENSG00000138741	TRPC3	4	121874481
ENSG00000138688	KIAA1109	4	122152331
ENSG00000164113	ADAD1	4	122378966
ENSG00000109471	IL2	4	122451470
ENSG00000138684	IL21	4	122610108
ENSG00000181004	BBS12	4	122732702
ENSG00000138685	FGF2	4	122826708
ENSG00000170917	NUDT6	4	122888697
ENSG00000145375	SPATA5	4	122923070
ENSG00000164056	SPRY1	4	123396795
ENSG00000151458	ANKRD50	4	124664048
ENSG00000196159	FAT4	4	125314918
ENSG00000164066	INTU	4	127623271
ENSG00000151475	SLC25A31	4	127730400
ENSG00000164070	HSPA4L	4	127781821
ENSG00000142731	PLK4	4	127880893
ENSG00000164073	MFSD8	4	127917799
ENSG00000164074	ABHD18	4	127965306
ENSG00000138709	LARP1B	4	128061286
ENSG00000164040	PGRMC2	4	128269237
ENSG00000077684	JADE1	4	128809700
ENSG00000151466	SCLT1	4	128864921
ENSG00000151470	C4orf33	4	129093317
ENSG00000138650	PCDH10	4	133149294
ENSG00000254535	PABPC4L	4	134196333
ENSG00000189184	PCDH18	4	137518918
ENSG00000151012	SLC7A11	4	138164097
ENSG00000151014	NOCT	4	139015781
ENSG00000109381	ELF2	4	139028112
ENSG00000137463	MGARP	4	139266165
ENSG00000109390	NDUFC1	4	139266880
ENSG00000164134	NAA15	4	139301505
ENSG00000172007	RAB33B	4	139453232
ENSG00000145391	SETD7	4	139495941
ENSG00000085871	MGST2	4	139665768
ENSG00000196782	MAML3	4	139716753
ENSG00000153130	SCOC	4	140257286
ENSG00000153132	CLGN	4	140388453
ENSG00000205301	MGAT4D	4	140442262
ENSG00000179387	ELMOD2	4	140524168
ENSG00000109424	UCP1	4	140559431
ENSG00000109436	TBC1D9	4	140620782
ENSG00000170153	RNF150	4	140859807
ENSG00000109445	ZNF330	4	141220887
ENSG00000164136	IL15	4	141636583
ENSG00000109452	INPP4B	4	142023160
ENSG00000170185	USP38	4	143184917
ENSG00000109458	GAB1	4	143336762
ENSG00000153147	SMARCA5	4	143513702
ENSG00000183090	FREM3	4	143577302
ENSG00000197465	GYPE	4	143870864
ENSG00000250361	GYPB	4	143996104
ENSG00000170180	GYPA	4	144109303
ENSG00000164161	HHIP	4	144646156
ENSG00000164162	ANAPC10	4	144831908
ENSG00000164163	ABCE1	4	145098288
ENSG00000164164	OTUD4	4	145110838
ENSG00000170365	SMAD1	4	145481194
ENSG00000151611	MMAA	4	145599042
ENSG00000237136	C4orf51	4	145680146
ENSG00000151612	ZNF827	4	145757627
ENSG00000164167	LSM6	4	146175703
ENSG00000250673	REELD1	4	146214515
ENSG00000120519	SLC10A7	4	146253975
ENSG00000151615	POU4F2	4	146638893
ENSG00000137473	TTC29	4	146706617
ENSG00000151617	EDNRA	4	147480917
ENSG00000164168	TMEM184C	4	147617386
ENSG00000164169	PRMT9	4	147637785
ENSG00000071205	ARHGAP10	4	147732063
ENSG00000151623	NR3C2	4	148078762
ENSG00000234828	IQCM	4	149351709
ENSG00000170390	DCLK2	4	150078445
ENSG00000198589	LRBA	4	150264435
ENSG00000181541	MAB21L2	4	150582151
ENSG00000145425	RPS3A	4	151099624
ENSG00000109686	SH3D19	4	151102751
ENSG00000189099	PRSS48	4	151277171
ENSG00000164142	FHIP1A	4	151409176
ENSG00000059691	GATB	4	151670504
ENSG00000109670	FBXW7	4	152320544
ENSG00000170006	TMEM154	4	152618628
ENSG00000169989	TIGD4	4	152769354
ENSG00000164144	ARFIP1	4	152779937
ENSG00000137460	FHDC1	4	152936323
ENSG00000109654	TRIM2	4	153152163
ENSG00000121211	MND1	4	153344649
ENSG00000121210	TMEM131L	4	153466346
ENSG00000137462	TLR2	4	153684070
ENSG00000145428	RNF175	4	153710160
ENSG00000145423	SFRP2	4	153780591
ENSG00000197410	DCHS2	4	154231742
ENSG00000171566	PLRG1	4	154535005
ENSG00000171564	FGB	4	154563011
ENSG00000171560	FGA	4	154583128
ENSG00000171557	FGG	4	154604134
ENSG00000121207	LRAT	4	154626945
ENSG00000151962	RBM46	4	154781213
ENSG00000185149	NPY2R	4	155208636
ENSG00000164114	MAP9	4	155342658
ENSG00000164116	GUCY1A1	4	155666726
ENSG00000061918	GUCY1B1	4	155758992
ENSG00000256394	ASIC5	4	155829729
ENSG00000151790	TDO2	4	155854738
ENSG00000256043	CTSO	4	155921580
ENSG00000145431	PDGFC	4	156760454
ENSG00000109738	GLRB	4	157076125
ENSG00000120251	GRIA2	4	157204182
ENSG00000164125	GASK1B	4	158124474
ENSG00000164124	TMEM144	4	158201604
ENSG00000171509	RXFP1	4	158315311
ENSG00000205208	C4orf46	4	158666675
ENSG00000171503	ETFDH	4	158671968
ENSG00000171497	PPID	4	158709127
ENSG00000052795	FNIP2	4	158769026
ENSG00000164123	C4orf45	4	158893134
ENSG00000109756	RAPGEF2	4	159103013
ENSG00000168843	FSTL5	4	161383897
ENSG00000145414	NAF1	4	163110073
ENSG00000164128	NPY1R	4	163323962
ENSG00000164129	NPY5R	4	163343892
ENSG00000151005	TKTL2	4	163471095
ENSG00000198498	TMA16	4	163494442
ENSG00000145416	MARCHF1	4	163524298
ENSG00000248771	SMIM31	4	164754064
ENSG00000248329	APELA	4	164877178
ENSG00000183439	TRIM61	4	164954446
ENSG00000176979	TRIM60	4	165016458
ENSG00000250374	TRIM75P	4	165053864
ENSG00000170088	TMEM192	4	165070608
ENSG00000109466	KLHL2	4	165207561
ENSG00000229894	GK3P	4	165277812
ENSG00000052802	MSMO1	4	165327667
ENSG00000109472	CPE	4	165361194
ENSG00000038295	TLL1	4	165873237
ENSG00000196104	SPOCK3	4	166733384
ENSG00000109511	ANXA10	4	168092537
ENSG00000137628	DDX60	4	168216291
ENSG00000181381	DDX60L	4	168356735
ENSG00000129116	PALLD	4	168497052
ENSG00000145439	CBR4	4	168863770
ENSG00000154447	SH3RF1	4	169094259
ENSG00000137601	NEK1	4	169369704
ENSG00000109572	CLCN3	4	169612633
ENSG00000056050	HPF1	4	169729470
ENSG00000198948	MFAP3L	4	169986597
ENSG00000109576	AADAT	4	170060222
ENSG00000174473	GALNTL6	4	171812254
ENSG00000109586	GALNT7	4	173168811
ENSG00000164104	HMGB2	4	173331376
ENSG00000164105	SAP30	4	173369969
ENSG00000164106	SCRG1	4	173384701
ENSG00000164107	HAND2	4	173524969
ENSG00000164117	FBXO8	4	174236658
ENSG00000164118	CEP44	4	174283730
ENSG00000164120	HPGD	4	174490175
ENSG00000145451	GLRA3	4	174636920
ENSG00000168594	ADAM29	4	174829668
ENSG00000150625	GPM6A	4	175632934
ENSG00000150627	WDR17	4	176065841
ENSG00000150628	SPATA4	4	176184579
ENSG00000164122	ASB5	4	176213673
ENSG00000129128	SPCS3	4	176319966
ENSG00000150630	VEGFC	4	176683538
ENSG00000109674	NEIL3	4	177309874
ENSG00000038002	AGA	4	177430774
ENSG00000218336	TENM3	4	182143987
ENSG00000129187	DCTD	4	182890060
ENSG00000151718	WWC2	4	183099257
ENSG00000177300	CLDN22	4	183318100
ENSG00000185758	CLDN24	4	183321764
ENSG00000168564	CDKN2AIP	4	183444635
ENSG00000168556	ING2	4	183505058
ENSG00000182552	RWDD4	4	183639635
ENSG00000168538	TRAPPC11	4	183659267
ENSG00000173320	STOX2	4	183797692
ENSG00000164303	ENPP6	4	184088706
ENSG00000168310	IRF2	4	184387729
ENSG00000164305	CASP3	4	184627696
ENSG00000164306	PRIMPOL	4	184649667
ENSG00000151725	CENPU	4	184694085
ENSG00000151726	ACSL1	4	184755595
ENSG00000187821	HELT	4	185018490
ENSG00000151729	SLC25A4	4	185143266
ENSG00000164323	CFAP97	4	185159665
ENSG00000109762	SNX25	4	185204237
ENSG00000109771	LRP2BP	4	185363872
ENSG00000186352	ANKRD37	4	185396021
ENSG00000109775	UFSP2	4	185399537
ENSG00000205129	C4orf47	4	185426249
ENSG00000168491	CCDC110	4	185445182
ENSG00000154553	PDLIM3	4	185500660
ENSG00000154556	SORBS2	4	185585444
ENSG00000164342	TLR3	4	186069155
ENSG00000109794	FAM149A	4	186104419
ENSG00000145476	CYP4V2	4	186191567
ENSG00000164344	KLKB1	4	186208979
ENSG00000088926	F11	4	186266189
ENSG00000168412	MTNR1A	4	186533655
ENSG00000083857	FAT1	4	186587794
ENSG00000179059	ZFP42	4	187995771
ENSG00000179046	TRIML2	4	188091272
ENSG00000184108	TRIML1	4	188139441
ENSG00000109536	FRG1	4	189940870
ENSG00000205097	FRG2	4	190024367
ENSG00000260596	DUX4	4	190173774
ENSG00000153404	PLEKHG4B	5	92168
ENSG00000185028	LRRC14B	5	191495
ENSG00000164366	CCDC127	5	196868
ENSG00000073578	SDHA	5	218303
ENSG00000249915	PDCD6	5	271621
ENSG00000288622	PDCD6-AHRR	5	271670
ENSG00000063438	AHRR	5	321714
ENSG00000180104	EXOC3	5	443175
ENSG00000066230	SLC9A3	5	470456
ENSG00000112877	CEP72	5	612340
ENSG00000171368	TPPP	5	659862
ENSG00000206077	ZDHHC11B	5	710355
ENSG00000188818	ZDHHC11	5	795605
ENSG00000028310	BRD9	5	850291
ENSG00000071539	TRIP13	5	892884
ENSG00000145506	NKD2	5	1008802
ENSG00000113504	SLC12A7	5	1050384
ENSG00000174358	SLC6A19	5	1201595
ENSG00000164363	SLC6A18	5	1225381
ENSG00000164362	TERT	5	1253147
ENSG00000049656	CLPTM1L	5	1317752
ENSG00000142319	SLC6A3	5	1392794
ENSG00000153395	LPCAT1	5	1456480
ENSG00000171421	MRPL36	5	1798385
ENSG00000145494	NDUFS6	5	1801407
ENSG00000113430	IRX4	5	1877413
ENSG00000170561	IRX2	5	2745845
ENSG00000170549	IRX1	5	3595832
ENSG00000145536	ADAMTS16	5	5140330
ENSG00000164151	ICE1	5	5420664
ENSG00000133398	MED10	5	6371874
ENSG00000215218	UBE2QL1	5	6448859
ENSG00000037474	NSUN2	5	6599239
ENSG00000145545	SRD5A1	5	6633427
ENSG00000112941	TENT4A	5	6713432
ENSG00000078295	ADCY2	5	7396138
ENSG00000215217	C5orf49	5	7830378
ENSG00000124275	MTRR	5	7851186
ENSG00000124279	FASTKD3	5	7859159
ENSG00000112902	SEMA5A	5	9035033
ENSG00000169777	TAS2R1	5	9627347
ENSG00000150756	ATPSCKMT	5	10225507
ENSG00000150753	CCT5	5	10249929
ENSG00000164237	CMBL	5	10275875
ENSG00000145495	MARCHF6	5	10353695
ENSG00000145491	ROPN1L	5	10441524
ENSG00000164236	ANKRD33B	5	10564070
ENSG00000112977	DAP	5	10679230
ENSG00000169862	CTNND2	5	10971836
ENSG00000039139	DNAH5	5	13690328
ENSG00000038382	TRIO	5	14143342
ENSG00000145569	OTULINL	5	14581792
ENSG00000154124	OTULIN	5	14664664
ENSG00000154122	ANKH	5	14704800
ENSG00000183580	FBXL7	5	15500180
ENSG00000183654	MARCHF11	5	16067139
ENSG00000173545	ZNF622	5	16451519
ENSG00000154153	RETREG1	5	16473038
ENSG00000145555	MYO10	5	16661907
ENSG00000176788	BASP1	5	17065598
ENSG00000249662	LINC02218	5	17444010
ENSG00000268799	H3Y2	5	17490967
ENSG00000284373	TAF11L2	5	17498231
ENSG00000284439	TAF11L3	5	17518367
ENSG00000284283	TAF11L4	5	17521801
ENSG00000284234	TAF11L5	5	17525235
ENSG00000284042	TAF11L6	5	17528669
ENSG00000284465	TAF11L7	5	17585162
ENSG00000283967	TAF11L8	5	17590364
ENSG00000283988	TAF11L9	5	17593798
ENSG00000284356	TAF11L10	5	17597232
ENSG00000283740	TAF11L11	5	17604177
ENSG00000249156	TAF11L12	5	17610496
ENSG00000283776	TAF11L13	5	17632088
ENSG00000250782	TAF11L14	5	17634460
ENSG00000269466	H3Y1	5	17654868
ENSG00000145526	CDH18	5	19471296
ENSG00000154162	CDH12	5	21750673
ENSG00000164256	PRDM9	5	23443586
ENSG00000040731	CDH10	5	24487100
ENSG00000113100	CDH9	5	26880597
ENSG00000113361	CDH6	5	31193686
ENSG00000113360	DROSHA	5	31400494
ENSG00000082213	C5orf22	5	31532287
ENSG00000133401	PDZD2	5	31639131
ENSG00000113384	GOLPH3	5	32124716
ENSG00000150712	MTMR12	5	32226994
ENSG00000056097	ZFR	5	32354350
ENSG00000113387	SUB1	5	32531633
ENSG00000113389	NPR3	5	32689070
ENSG00000113407	TARS1	5	33440696
ENSG00000151388	ADAMTS12	5	33523535
ENSG00000182631	RXFP3	5	33936386
ENSG00000164175	SLC45A2	5	33944623
ENSG00000242110	AMACR	5	33986165
ENSG00000273294	C1QTNF3-AMACR	5	33987174
ENSG00000082196	C1QTNF3	5	34017858
ENSG00000039560	RAI14	5	34656328
ENSG00000205838	TTC23L	5	34838833
ENSG00000113456	RAD1	5	34905260
ENSG00000113460	BRIX1	5	34915677
ENSG00000168724	DNAJC21	5	34929559
ENSG00000113492	AGXT2	5	34998101
ENSG00000113494	PRLR	5	35048756
ENSG00000152582	SPEF2	5	35617844
ENSG00000168685	IL7R	5	35852695
ENSG00000152611	CAPSL	5	35904288
ENSG00000145626	UGT3A1	5	35951006
ENSG00000168671	UGT3A2	5	36035021
ENSG00000164187	LMBRD2	5	36098407
ENSG00000145604	SKP2	5	36151989
ENSG00000152620	NADK2	5	36192589
ENSG00000164188	RANBP3L	5	36246913
ENSG00000079215	SLC1A3	5	36596588
ENSG00000164190	NIPBL	5	36876769
ENSG00000197603	CPLANE1	5	37106228
ENSG00000113569	NUP155	5	37288137
ENSG00000082068	WDR70	5	37379285
ENSG00000168621	GDNF	5	37812677
ENSG00000164318	EGFLAM	5	38258409
ENSG00000113594	LIFR	5	38474668
ENSG00000145623	OSMR	5	38845858
ENSG00000164327	RICTOR	5	38937920
ENSG00000082074	FYB1	5	39105252
ENSG00000113600	C9	5	39284140
ENSG00000153071	DAB2	5	39371675
ENSG00000113638	TTC33	5	40512333
ENSG00000171522	PTGER4	5	40679915
ENSG00000132356	PRKAA1	5	40759389
ENSG00000145592	RPL37	5	40825262
ENSG00000132357	CARD6	5	40841308
ENSG00000112936	C7	5	40909497
ENSG00000171495	MROH2B	5	40998017
ENSG00000039537	C6	5	41142116
ENSG00000182836	PLCXD3	5	41306952
ENSG00000083720	OXCT1	5	41730065
ENSG00000205765	C5orf51	5	41904188
ENSG00000151876	FBXO4	5	41925254
ENSG00000112964	GHR	5	42423439
ENSG00000198865	CCDC152	5	42756818
ENSG00000250722	SELENOP	5	42799880
ENSG00000177721	ANXA2R	5	43039233
ENSG00000172262	ZNF131	5	43065176
ENSG00000177453	NIM1K	5	43192071
ENSG00000112972	HMGCS1	5	43287470
ENSG00000151882	CCL28	5	43376645
ENSG00000151881	TMEM267	5	43444252
ENSG00000172244	C5orf34	5	43486709
ENSG00000172239	PAIP1	5	43526267
ENSG00000112992	NNT	5	43602692
ENSG00000070193	FGF10	5	44300247
ENSG00000112996	MRPS30	5	44808947
ENSG00000164588	HCN1	5	45254948
ENSG00000170571	EMB	5	50396192
ENSG00000151883	PARP8	5	50665899
ENSG00000016082	ISL1	5	51383448
ENSG00000213949	ITGA1	5	52787916
ENSG00000152684	PELO	5	52787916
ENSG00000164171	ITGA2	5	52989340
ENSG00000164172	MOCS2	5	53095679
ENSG00000134363	FST	5	53480626
ENSG00000164258	NDUFS4	5	53560633
ENSG00000185305	ARL15	5	53883942
ENSG00000169271	HSPB3	5	54455699
ENSG00000178996	SNX18	5	54517759
ENSG00000164283	ESM1	5	54977867
ENSG00000113088	GZMK	5	55024256
ENSG00000145649	GZMA	5	55102646
ENSG00000164287	CDC20B	5	55112971
ENSG00000164294	GPX8	5	55160167
ENSG00000234602	MCIDAS	5	55219564
ENSG00000152669	CCNO	5	55231152
ENSG00000067248	DHX29	5	55256055
ENSG00000039123	MTREX	5	55307989
ENSG00000067113	PLPP1	5	55424854
ENSG00000177058	SLC38A9	5	55625845
ENSG00000152670	DDX4	5	55738017
ENSG00000164509	IL31RA	5	55851357
ENSG00000134352	IL6ST	5	55935095
ENSG00000164512	ANKRD55	5	56099680
ENSG00000095015	MAP3K1	5	56815549
ENSG00000155542	SETD9	5	56909260
ENSG00000155545	MIER3	5	56919602
ENSG00000062194	GPBP1	5	57173948
ENSG00000169067	ACTBL2	5	57480018
ENSG00000145632	PLK2	5	58453982
ENSG00000175857	GAPT	5	58491435
ENSG00000152932	RAB3C	5	58582221
ENSG00000113448	PDE4D	5	58969038
ENSG00000035499	DEPDC1B	5	60596912
ENSG00000164181	ELOVL7	5	60751791
ENSG00000049167	ERCC8	5	60866454
ENSG00000164182	NDUFAF2	5	60945177
ENSG00000188725	SMIM15	5	61157704
ENSG00000130449	ZSWIM6	5	61332258
ENSG00000068796	KIF2A	5	62306162
ENSG00000086189	DIMT1	5	62347284
ENSG00000086200	IPO11	5	62403972
ENSG00000186105	LRRC70	5	62578819
ENSG00000178394	HTR1A	5	63957874
ENSG00000164197	RNF180	5	64165843
ENSG00000186479	RGS7BP	5	64506015
ENSG00000145642	SHISAL2B	5	64690442
ENSG00000153006	SREK1IP1	5	64718148
ENSG00000153015	CWC27	5	64766368
ENSG00000049192	ADAMTS6	5	65148738
ENSG00000123219	CENPK	5	65517766
ENSG00000113593	PPWD1	5	65563236
ENSG00000113595	TRIM23	5	65589690
ENSG00000113597	TRAPPC13	5	65625004
ENSG00000253251	SHLD3	5	65625027
ENSG00000197860	SGTB	5	65665928
ENSG00000123213	NLN	5	65722205
ENSG00000112851	ERBIN	5	65926556
ENSG00000153914	SREK1	5	66139971
ENSG00000069020	MAST4	5	66596380
ENSG00000134061	CD180	5	67179613
ENSG00000145675	PIK3R1	5	68215756
ENSG00000145740	SLC30A5	5	69093991
ENSG00000134057	CCNB1	5	69167135
ENSG00000153044	CENPH	5	69189574
ENSG00000134056	MRPS36	5	69217760
ENSG00000134058	CDK7	5	69234795
ENSG00000183323	CCDC125	5	69280175
ENSG00000085231	AK6	5	69350984
ENSG00000273841	TAF9	5	69362026
ENSG00000152942	RAD17	5	69369293
ENSG00000152939	MARVELD2	5	69415065
ENSG00000197822	OCLN	5	69492292
ENSG00000183474	GTF2H2C	5	69560191
ENSG00000205572	SERF1B	5	70025247
ENSG00000205571	SMN2	5	70049638
ENSG00000172058	SERF1A	5	70900669
ENSG00000172062	SMN1	5	70925030
ENSG00000249437	NAIP	5	70968166
ENSG00000145736	GTF2H2	5	71032670
ENSG00000145734	BDP1	5	71455651
ENSG00000131844	MCCC2	5	71579531
ENSG00000164326	CARTPT	5	71719275
ENSG00000131711	MAP1B	5	72107234
ENSG00000113048	MRPS27	5	72219403
ENSG00000049883	PTCD2	5	72320367
ENSG00000178175	ZNF366	5	72439903
ENSG00000083312	TNPO1	5	72816312
ENSG00000157107	FCHO2	5	72956041
ENSG00000157111	TMEM171	5	73120569
ENSG00000164325	TMEM174	5	73173193
ENSG00000251493	FOXD1	5	73444827
ENSG00000145741	BTF3	5	73498408
ENSG00000164331	ANKRA2	5	73552190
ENSG00000164338	UTP15	5	73565443
ENSG00000214944	ARHGEF28	5	73626158
ENSG00000171617	ENC1	5	74627406
ENSG00000049860	HEXB	5	74640023
ENSG00000164347	GFM2	5	74721206
ENSG00000164346	NSA2	5	74766991
ENSG00000198780	FAM169A	5	74777574
ENSG00000176928	GCNT4	5	75025346
ENSG00000145700	ANKRD31	5	75068275
ENSG00000113161	HMGCR	5	75336329
ENSG00000113163	CERT1	5	75356345
ENSG00000122008	POLK	5	75511756
ENSG00000189045	ANKDD1B	5	75611182
ENSG00000152359	POC5	5	75674124
ENSG00000122012	SV2C	5	76083383
ENSG00000145703	IQGAP2	5	76403285
ENSG00000164220	F2RL2	5	76615482
ENSG00000181104	F2R	5	76716126
ENSG00000164251	F2RL1	5	76818933
ENSG00000171643	S100Z	5	76850001
ENSG00000145708	CRHBP	5	76953045
ENSG00000164252	AGGF1	5	77029251
ENSG00000132846	ZBED3	5	77072072
ENSG00000113231	PDE8B	5	77210449
ENSG00000164253	WDR41	5	77425970
ENSG00000171540	OTP	5	77628712
ENSG00000171530	TBCA	5	77691166
ENSG00000132842	AP3B1	5	78002326
ENSG00000085365	SCAMP1	5	78360611
ENSG00000145685	LHFPL2	5	78485215
ENSG00000113273	ARSB	5	78777209
ENSG00000132837	DMGDH	5	78997564
ENSG00000132840	BHMT2	5	79069767
ENSG00000145692	BHMT	5	79111809
ENSG00000152409	JMY	5	79236131
ENSG00000152413	HOMER1	5	79372636
ENSG00000164329	TENT2	5	79612120
ENSG00000164309	CMYA5	5	79689836
ENSG00000177034	MTX3	5	79976716
ENSG00000113296	THBS4	5	79991311
ENSG00000164300	SERINC5	5	80111651
ENSG00000164299	SPZ1	5	80319625
ENSG00000039319	ZFYVE16	5	80408013
ENSG00000152380	FAM151B	5	80487969
ENSG00000189127	ANKRD34B	5	80556755
ENSG00000228716	DHFR	5	80626226
ENSG00000113318	MSH3	5	80654652
