Gene stable ID	Gene name	Chromosome/scaffold name	Gene start (bp)
ENSMUSG00000082987	Rps13-ps6	2	143697569
ENSMUSG00000081293	Gm11673	2	143719869
ENSMUSG00000080711	Gm11686	2	143723097
ENSMUSG00000015932	Dstn	2	143757240
ENSMUSG00000027422	Rrbp1	2	143789315
ENSMUSG00000037307	Banf2	2	143874979
ENSMUSG00000086384	Banf2os	2	143901058
ENSMUSG00000074758	Gm5535	2	143940735
ENSMUSG00000082480	Gm11687	2	143984408
ENSMUSG00000085127	4930444E06Rik	2	144085161
ENSMUSG00000027423	Snx5	2	144092043
ENSMUSG00000082436	Gm11688	2	144103154
ENSMUSG00000065725	Gm26165	2	144103509
ENSMUSG00000077714	Snord17	2	144107899
ENSMUSG00000027424	Mgme1	2	144112583
ENSMUSG00000037279	Ovol2	2	144147095
ENSMUSG00000084837	1700108N11Rik	2	144173379
ENSMUSG00000081450	Gm11700	2	144197837
ENSMUSG00000082313	Gm11701	2	144206047
ENSMUSG00000027425	Kat14	2	144210903
ENSMUSG00000098387	Pet117	2	144210916
ENSMUSG00000083674	Zfp133-ps	2	144301200
ENSMUSG00000037259	Dzank1	2	144312477
ENSMUSG00000027427	Polr3f	2	144369638
ENSMUSG00000027428	Rbbp9	2	144384185
ENSMUSG00000027429	Sec23b	2	144398149
ENSMUSG00000074754	Smim26	2	144435974
ENSMUSG00000027430	Dtd1	2	144441817
ENSMUSG00000084306	Gm11743	2	144598249
ENSMUSG00000027431	Scp2d1	2	144665576
ENSMUSG00000082858	Gm11746	2	144772778
ENSMUSG00000063873	Slc24a3	2	145009674
ENSMUSG00000087158	Gm14093	2	145179568
ENSMUSG00002076395	5S_rRNA	2	145194763
ENSMUSG00002076736	7SK	2	145323327
ENSMUSG00000084178	Gm11759	2	145352114
ENSMUSG00000074753	Gm14092	2	145392572
ENSMUSG00000001768	Rin2	2	145517135
ENSMUSG00000081722	Gm11763	2	145543334
ENSMUSG00000083014	Gm11764	2	145734002
ENSMUSG00000002728	Naa20	2	145744019
ENSMUSG00000001767	Crnkl1	2	145759399
ENSMUSG00000037143	Cfap61	2	145776704
ENSMUSG00000068154	Insm1	2	146063841
ENSMUSG00000037110	Ralgapa2	2	146081799
ENSMUSG00000085958	A930019D19Rik	2	146101206
ENSMUSG00000042938	Gm14117	2	146147467
ENSMUSG00000085796	4933406D12Rik	2	146384851
ENSMUSG00000080870	Gm14111	2	146596627
ENSMUSG00000087618	Gm14114	2	146670247
ENSMUSG00000074749	Kiz	2	146697784
ENSMUSG00000027433	Xrn2	2	146854916
ENSMUSG00000054160	Nkx2-4	2	146925236
ENSMUSG00000082158	Gm14116	2	146988328
ENSMUSG00000027434	Nkx2-2	2	147019466
ENSMUSG00000086509	Nkx2-2os	2	147026003
ENSMUSG00000053545	6430503K07Rik	2	147029344
ENSMUSG00002075447	7SK	2	147092382
ENSMUSG00000081971	Gm14115	2	147122523
ENSMUSG00000084371	Gm14113	2	147131675
ENSMUSG00000084774	Gm14110	2	147165482
ENSMUSG00000087521	AI646519	2	147199374
ENSMUSG00000037034	Pax1	2	147203845
ENSMUSG00000083126	Gm14109	2	147244874
ENSMUSG00000080844	Gm14107	2	147484768
ENSMUSG00000081741	Gm14106	2	147509935
ENSMUSG00000051986	A530006G24Rik	2	147552613
ENSMUSG00000119413	Gm25516	2	147716692
ENSMUSG00000086141	9030622O22Rik	2	147786660
ENSMUSG00000037025	Foxa2	2	147884797
ENSMUSG00000083750	Gm14108	2	147913266
ENSMUSG00000089458	Gm24221	2	147993070
ENSMUSG00000037014	Sstr4	2	148237264
ENSMUSG00000074743	Thbd	2	148246386
ENSMUSG00000082911	Gm14119	2	148260952
ENSMUSG00000027435	Cd93	2	148278560
ENSMUSG00000087678	Gm14120	2	148310810
ENSMUSG00000088870	Gm25866	2	148466631
ENSMUSG00000036992	Nxt1	2	148514521
ENSMUSG00000027439	Gzf1	2	148522943
ENSMUSG00000027438	Napb	2	148535905
ENSMUSG00000055177	Cstl1	2	148592278
ENSMUSG00000036958	Cst11	2	148610529
ENSMUSG00000027444	Cstdc1	2	148623929
ENSMUSG00000027443	Cst12	2	148631281
ENSMUSG00000027442	Cst8	2	148640705
ENSMUSG00000036924	Cst13	2	148662001
ENSMUSG00000027445	Cst9	2	148677067
ENSMUSG00000027446	Cstdc2	2	148688631
ENSMUSG00000027447	Cst3	2	148713642
ENSMUSG00000103559	Gm38221	2	148731844
ENSMUSG00000081580	Gm14129	2	148769655
ENSMUSG00000063507	Gm1330	2	148832263
ENSMUSG00000074739	Gm10750	2	148857652
ENSMUSG00000086963	Gm14135	2	149099197
ENSMUSG00000081314	Gm14132	2	149174991
ENSMUSG00000081470	Gm14131	2	149198607
ENSMUSG00000033156	Cst10	2	149246977
ENSMUSG00000081494	Gm14130	2	149585095
ENSMUSG00000087029	Gm14133	2	149585847
ENSMUSG00000074737	C530025M09Rik	2	149670259
ENSMUSG00000074736	Syndig1	2	149671131
ENSMUSG00000083055	Gm14140	2	149952502
ENSMUSG00000068134	Zfp120	2	149956326
ENSMUSG00000074837	Gm10770	2	150020802
ENSMUSG00000079009	Gm14139	2	150023675
ENSMUSG00000060336	Zfp937	2	150059993
ENSMUSG00000074735	Gm21994	2	150096438
ENSMUSG00000079008	Gm14124	2	150099437
ENSMUSG00000084320	Gm14125	2	150147448
ENSMUSG00000063364	3300002I08Rik	2	150152855
ENSMUSG00000095315	Gm10130	2	150153351
ENSMUSG00000083077	Gm14126	2	150220798
ENSMUSG00000083964	Gm14122	2	150240176
ENSMUSG00000068130	Zfp442	2	150249061
ENSMUSG00000082740	Gm14127	2	150311331
ENSMUSG00000074731	Zfp345	2	150312911
ENSMUSG00000083325	Gm14121	2	150341386
ENSMUSG00000081092	Gm14128	2	150363013
ENSMUSG00000068129	Cst7	2	150412335
ENSMUSG00000033096	Apmap	2	150425000
ENSMUSG00000086407	Gm14123	2	150448153
ENSMUSG00000027452	Acss1	2	150460025
ENSMUSG00000087406	E130215H24Rik	2	150509414
ENSMUSG00000033080	Vsx1	2	150522622
ENSMUSG00000086563	Platr15	2	150546456
ENSMUSG00000100630	Gm28450	2	150565904
ENSMUSG00000033068	Entpd6	2	150590962
ENSMUSG00000033059	Pygb	2	150628655
ENSMUSG00000032046	Abhd12	2	150674413
ENSMUSG00000087887	Gm23598	2	150725643
ENSMUSG00000027454	Gins1	2	150747320
ENSMUSG00000082341	Gm14143	2	150775453
ENSMUSG00000068115	Ninl	2	150776439
ENSMUSG00000084264	Gm14142	2	150788247
ENSMUSG00000082375	Gm14141	2	150834102
ENSMUSG00000053916	Nanp	2	150871605
ENSMUSG00000088444	Gm22187	2	150901875
ENSMUSG00000119619	Gm24199	2	150915575
ENSMUSG00000079006	Gm14151	2	150928706
ENSMUSG00000079005	Gm14147	2	150940165
ENSMUSG00000085805	Gm14145	2	150946812
ENSMUSG00000119215	Gm22517	2	150965773
ENSMUSG00000067352	Gm14149	2	151047115
ENSMUSG00000087337	Gm14144	2	151106523
ENSMUSG00000089575	Gm23005	2	151124895
ENSMUSG00000119806	Gm24077	2	151142864
ENSMUSG00000087609	4930442J19Rik	2	151143894
ENSMUSG00000119525	Gm23261	2	151214283
ENSMUSG00000083391	Gm14148	2	151215928
ENSMUSG00000087495	Gm14152	2	151222570
ENSMUSG00000119358	Gm24868	2	151277714
ENSMUSG00000082809	Gm14150	2	151300876
ENSMUSG00000086659	Gm14146	2	151303965
ENSMUSG00000061525	4921509C19Rik	2	151312462
ENSMUSG00000027455	Nsfl1c	2	151336102
ENSMUSG00000087433	Gm14167	2	151382651
ENSMUSG00000032966	Fkbp1a	2	151384403
ENSMUSG00000027456	Sdcbp2	2	151414542
ENSMUSG00000027457	Snph	2	151432469
ENSMUSG00000074704	Rad21l	2	151487324
ENSMUSG00000087035	Tmem74bos	2	151521281
ENSMUSG00000081777	Gm14159	2	151541396
ENSMUSG00000044364	Tmem74b	2	151543928
ENSMUSG00000032869	Psmf1	2	151557732
ENSMUSG00000086800	4930556L07Rik	2	151589498
ENSMUSG00000083088	Gm14153	2	151639027
ENSMUSG00000087033	Gm14155	2	151670987
ENSMUSG00000032852	Rspo4	2	151684847
ENSMUSG00000086620	Rspo4os	2	151707235
ENSMUSG00000027460	Angpt4	2	151753130
ENSMUSG00000087004	Gm14154	2	151789193
ENSMUSG00000088491	Mir1953	2	151809449
ENSMUSG00000027459	Fam110a	2	151811318
ENSMUSG00000027463	Slc52a3	2	151838431
ENSMUSG00000085946	AA387200	2	151916775
ENSMUSG00000060257	Scrt2	2	151923449
ENSMUSG00000032802	Srxn1	2	151947436
ENSMUSG00000068079	Tcf15	2	151985481
ENSMUSG00000081087	Rps15a-ps7	2	152027211
ENSMUSG00000074698	Csnk2a1	2	152068759
ENSMUSG00000027465	Tbc1d20	2	152135748
ENSMUSG00000027466	Rbck1	2	152158254
ENSMUSG00000032715	Trib3	2	152179342
ENSMUSG00000068062	Gm14164	2	152187589
ENSMUSG00000081434	Gm14165	2	152195535
ENSMUSG00000059361	Nrsn2	2	152210675
ENSMUSG00000051817	Sox12	2	152235531
ENSMUSG00000074682	Zcchc3	2	152253875
ENSMUSG00000032680	6820408C15Rik	2	152257507
ENSMUSG00000088139	Gm27343	2	152259182
ENSMUSG00000083230	Gm14158	2	152299691
ENSMUSG00000074681	Defb23	2	152300975
ENSMUSG00000082689	Gm14156	2	152309314
ENSMUSG00000049560	Defb20	2	152318983
ENSMUSG00000027468	Defb22	2	152327583
ENSMUSG00000074680	Defb26	2	152349718
ENSMUSG00000074679	Defb28	2	152360175
ENSMUSG00000044249	Defb29	2	152380634
ENSMUSG00000084935	Gm14161	2	152391634
ENSMUSG00000090485	Gm17416	2	152404897
ENSMUSG00000056544	Defb21	2	152414664
ENSMUSG00000050645	Defb19	2	152418006
ENSMUSG00000062124	Defb45	2	152435111
ENSMUSG00000044863	Defb36	2	152446247
ENSMUSG00000089684	Gm14163	2	152451094
ENSMUSG00000074678	Defb25	2	152464276
ENSMUSG00000000359	Rem1	2	152468871
ENSMUSG00000087148	1700030C14Rik	2	152494803
ENSMUSG00000019188	H13	2	152511381
ENSMUSG00000042814	Mcts2	2	152528955
ENSMUSG00000042745	Id1	2	152578171
ENSMUSG00000082318	Gm14162	2	152587627
ENSMUSG00000009876	Cox4i2	2	152596093
ENSMUSG00000007659	Bcl2l1	2	152622588
ENSMUSG00000027469	Tpx2	2	152689884
ENSMUSG00000093746	Mir5622	2	152706987
ENSMUSG00000027470	Mylk2	2	152753272
ENSMUSG00000074676	Foxs1	2	152773818
ENSMUSG00000042662	Dusp15	2	152782917
ENSMUSG00000074673	Ttll9	2	152804405
ENSMUSG00000089898	Gm14199	2	152831937
ENSMUSG00000027472	Pdrg1	2	152850810
ENSMUSG00000042631	Xkr7	2	152873772
ENSMUSG00000027474	Ccm2l	2	152907875
ENSMUSG00000003283	Hck	2	152950388
ENSMUSG00002075309	U6	2	152996933
ENSMUSG00000068040	Tm9sf4	2	153003223
ENSMUSG00000074671	Tspyl3	2	153064290
ENSMUSG00000051413	Plagl2	2	153069679
ENSMUSG00000046020	Pofut1	2	153083453
ENSMUSG00000027475	Kif3b	2	153133333
ENSMUSG00000073236	2500004C02Rik	2	153183077
ENSMUSG00000042548	Asxl1	2	153187749
ENSMUSG00000061411	Nol4l	2	153249382
ENSMUSG00000082283	Gm14472	2	153255769
ENSMUSG00000079001	4930404H24Rik	2	153334710
ENSMUSG00000056941	Commd7	2	153458853
ENSMUSG00000079000	Dnmt3bos	2	153490610
ENSMUSG00000027478	Dnmt3b	2	153491370
ENSMUSG00000082079	Dnmt3c	2	153538572
ENSMUSG00000027479	Mapre1	2	153583194
ENSMUSG00000044083	Efcab8	2	153621851
ENSMUSG00000083097	Gm14494	2	153668091
ENSMUSG00000027480	Sun5	2	153698108
ENSMUSG00000027481	Bpifb2	2	153716965
ENSMUSG00000068009	Bpifb6	2	153742308
ENSMUSG00000068008	Bpifb3	2	153760150
ENSMUSG00000074665	Bpifb4	2	153780141
ENSMUSG00000078998	Bpifa6	2	153816865
ENSMUSG00000042459	Bpifa2	2	153850185
ENSMUSG00000118490	Gm52978	2	153891609
ENSMUSG00000096084	Gm21850	2	153894189
ENSMUSG00000081013	Gm14497	2	153928755
ENSMUSG00000027482	Bpifa3	2	153972256
ENSMUSG00000027483	Bpifa1	2	153984800
ENSMUSG00000027484	Bpifa5	2	154004527
ENSMUSG00000027485	Bpifb1	2	154032738
ENSMUSG00000038572	Bpifb5	2	154065662
ENSMUSG00000067998	Bpifb9a	2	154099774
ENSMUSG00000083732	Gm14197	2	154126133
ENSMUSG00000067996	Bpifb9b	2	154149147
ENSMUSG00000027487	Cdk5rap1	2	154177300
ENSMUSG00000027488	Snta1	2	154218233
ENSMUSG00000038533	Cbfa2t2	2	154278401
ENSMUSG00000027489	Necab3	2	154386319
ENSMUSG00000038523	1700003F12Rik	2	154389005
ENSMUSG00000078129	Actl10	2	154393696
ENSMUSG00000027490	E2f1	2	154401327
ENSMUSG00000000876	Pxmp4	2	154427678
ENSMUSG00000097602	4930519P11Rik	2	154453730
ENSMUSG00000059842	Zfp341	2	154455217
ENSMUSG00000085483	Gm14198	2	154471922
ENSMUSG00000038467	Chmp4b	2	154493625
ENSMUSG00000082064	Rpl5-ps2	2	154545729
ENSMUSG00000083975	Gm14215	2	154555422
ENSMUSG00000085691	Gm14216	2	154564272
ENSMUSG00000098640	Gm14214	2	154611175
ENSMUSG00000027593	Raly	2	154633016
ENSMUSG00000027596	a	2	154633322
ENSMUSG00000074656	Eif2s2	2	154713330
ENSMUSG00000084897	Gm14226	2	154860186
ENSMUSG00000027597	Ahcy	2	154901230
ENSMUSG00000109877	Gm45609	2	154916101
ENSMUSG00000087254	2310005A03Rik	2	154939709
ENSMUSG00000027598	Itch	2	154975429
ENSMUSG00000082596	Gm14227	2	155040552
ENSMUSG00000047459	Dynlrb1	2	155078453
ENSMUSG00000027602	Map1lc3a	2	155118217
ENSMUSG00000038383	Pigu	2	155120163
ENSMUSG00000076216	Mir695	2	155198737
ENSMUSG00000038375	Trp53inp2	2	155222979
ENSMUSG00000038369	Ncoa6	2	155232576
ENSMUSG00000080237	Gm14239	2	155301421
ENSMUSG00000083341	Gm14238	2	155327967
ENSMUSG00000027603	Ggt7	2	155332299
ENSMUSG00000027605	Acss2	2	155359868
ENSMUSG00000093624	Mipep-ps	2	155384567
ENSMUSG00000093687	Gm20637	2	155388305
ENSMUSG00000086529	Acss2os	2	155388960
ENSMUSG00000027610	Gss	2	155405101
ENSMUSG00000085317	Gssos2	2	155433051
ENSMUSG00000085010	Gssos1	2	155434239
ENSMUSG00000087616	Gm14257	2	155435485
ENSMUSG00000074652	Myh7b	2	155453132
ENSMUSG00000076312	Mir499	2	155464800
ENSMUSG00000038324	Trpc4ap	2	155476191
ENSMUSG00000088695	Gm22334	2	155494812
ENSMUSG00000038312	Edem2	2	155543597
ENSMUSG00000092123	Gm17581	2	155577730
ENSMUSG00000027611	Procr	2	155593037
ENSMUSG00000027612	Mmp24	2	155617262
ENSMUSG00000074649	BC029722	2	155659650
ENSMUSG00000027613	Eif6	2	155661752
ENSMUSG00000086754	Gm16098	2	155668708
ENSMUSG00000074647	Fam83c	2	155669468
ENSMUSG00000005882	Uqcc1	2	155688814
ENSMUSG00000078972	Gm15557	2	155782648
ENSMUSG00000038259	Gdf5	2	155782943
ENSMUSG00000038241	Cep250	2	155798378
ENSMUSG00000074646	6430550D23Rik	2	155815199
ENSMUSG00000005881	Ergic3	2	155849965
ENSMUSG00000013338	Fer1l4	2	155861059
ENSMUSG00000081002	Gm14240	2	155898048
ENSMUSG00000038180	Spag4	2	155907095
ENSMUSG00000074643	Cpne1	2	155913762
ENSMUSG00000098950	Gm28036	2	155913765
ENSMUSG00000103285	Gm37274	2	155926530
ENSMUSG00000089824	Rbm12	2	155933878
ENSMUSG00000027618	Nfs1	2	155965559
ENSMUSG00000067847	Romo1	2	155985959
ENSMUSG00000027620	Rbm39	2	155989159
ENSMUSG00000038116	Phf20	2	156038386
ENSMUSG00000046229	Scand1	2	156153766
ENSMUSG00000038085	Cnbd2	2	156154219
ENSMUSG00000081751	Gm14251	2	156164322
ENSMUSG00000085546	Gm14252	2	156174237
ENSMUSG00000082321	Gm14253	2	156189122
ENSMUSG00000087323	Gm14170	2	156219845
ENSMUSG00002076826	7SK	2	156228027
ENSMUSG00000084017	Rpl21-ps9	2	156228661
ENSMUSG00000102869	Norad	2	156229985
ENSMUSG00000061272	Gm14173	2	156252817
ENSMUSG00000027624	Epb41l1	2	156262829
ENSMUSG00000086872	Gm14225	2	156286953
ENSMUSG00000085524	Gm14224	2	156293826
ENSMUSG00000027628	Aar2	2	156389504
ENSMUSG00000055494	Gm14168	2	156413712
ENSMUSG00000086118	Gm14169	2	156451126
ENSMUSG00000061689	Dlgap4	2	156455625
ENSMUSG00000087508	Gm14174	2	156456367
ENSMUSG00000083498	Gm14172	2	156474745
ENSMUSG00000086638	4930405A21Rik	2	156556460
ENSMUSG00000067818	Myl9	2	156617340
ENSMUSG00000082196	Gm14231	2	156631732
ENSMUSG00000087179	5730471H19Rik	2	156674969
ENSMUSG00000062175	Tgif2	2	156681927
ENSMUSG00000085741	5430405H02Rik	2	156686271
ENSMUSG00000102323	Gm37790	2	156688290
ENSMUSG00000074629	4930518I15Rik	2	156698536
ENSMUSG00002075925	Metazoa_SRP	2	156702225
ENSMUSG00000027637	Rab5if	2	156705048
ENSMUSG00000027636	Sla2	2	156714377
ENSMUSG00000080880	Gm14278	2	156730774
ENSMUSG00000083831	Gm14248	2	156731384
ENSMUSG00000081616	Gm14247	2	156734802
ENSMUSG00000027634	Ndrg3	2	156769265
ENSMUSG00000082163	Gm14276	2	156836093
ENSMUSG00000027635	Dsn1	2	156837185
ENSMUSG00000055485	Soga1	2	156857719
ENSMUSG00000074628	Tldc2	2	156928975
ENSMUSG00000027639	Samhd1	2	156939453
ENSMUSG00000027641	Rbl1	2	156987813
ENSMUSG00000084113	Gm14277	2	157010740
ENSMUSG00000074627	Mroh8	2	157050470
ENSMUSG00000027642	Rpn2	2	157120937
ENSMUSG00000027643	Ghrh	2	157171417
ENSMUSG00000063019	Manbal	2	157209514
ENSMUSG00000027646	Src	2	157260364
ENSMUSG00000081740	Gm14279	2	157363617
ENSMUSG00000082329	Gm14287	2	157370789
ENSMUSG00000087445	Gm14286	2	157386186
ENSMUSG00000067787	Blcap	2	157398282
ENSMUSG00000067786	Nnat	2	157401998
ENSMUSG00000087547	Platr27	2	157437503
ENSMUSG00000077290	Gm25407	2	157555588
ENSMUSG00000084417	Gm23463	2	157567920
ENSMUSG00000027649	Ctnnbl1	2	157579321
ENSMUSG00000062846	Gm14176	2	157743456
ENSMUSG00000037843	Vstm2l	2	157756573
ENSMUSG00000027650	Tti1	2	157823723
ENSMUSG00000027651	Rprd1b	2	157870417
ENSMUSG00000100860	2010009K17Rik	2	157912287
ENSMUSG00000037820	Tgm2	2	157958322
ENSMUSG00000092283	Gm20412	2	157959074
ENSMUSG00000037813	D630003M21Rik	2	158024453
ENSMUSG00000078957	1700060C20Rik	2	158033928
ENSMUSG00000098765	Mir7685	2	158085424
ENSMUSG00000052922	Bpi	2	158100014
ENSMUSG00000016024	Lbp	2	158148413
ENSMUSG00000085385	Snhg17	2	158195620
ENSMUSG00000065362	Gm24411	2	158198344
ENSMUSG00000064995	Gm26003	2	158200280
ENSMUSG00000100992	Gm23925	2	158201717
ENSMUSG00000064405	Gm23925	2	158201718
ENSMUSG00000044349	Snhg11	2	158217558
ENSMUSG00000065840	Gm25187	2	158220142
ENSMUSG00000064585	Gm25129	2	158221454
ENSMUSG00000083168	Gm14201	2	158244647
ENSMUSG00000083715	Gm14202	2	158248428
ENSMUSG00000027652	Ralgapb	2	158251768
ENSMUSG00000081800	Gm14200	2	158310089
ENSMUSG00000084644	Gm24379	2	158329522
ENSMUSG00000044405	Adig	2	158344532
ENSMUSG00000074625	Arhgap40	2	158354716
ENSMUSG00000086496	Gm14204	2	158437392
ENSMUSG00000037771	Slc32a1	2	158452687
ENSMUSG00000087563	Gm14205	2	158452830
ENSMUSG00000037761	Actr5	2	158466808
ENSMUSG00000093120	Mir3474	2	158480503
ENSMUSG00000037754	Ppp1r16b	2	158507318
ENSMUSG00000027654	Fam83d	2	158610013
ENSMUSG00000027655	Dhx35	2	158636727
ENSMUSG00000119093	Gm25090	2	158981281
ENSMUSG00000083913	Gm14219	2	159298090
ENSMUSG00000083451	Gm11445	2	159619596
ENSMUSG00000081215	Gm11446	2	159700345
ENSMUSG00000086558	Gm14223	2	159753693
ENSMUSG00000085198	4933416E03Rik	2	159789261
ENSMUSG00000083329	Gm14220	2	159820194
ENSMUSG00000086653	9130015L21Rik	2	159858573
ENSMUSG00000074623	Gm826	2	160153313
ENSMUSG00000074622	Mafb	2	160205623
ENSMUSG00000078956	Gm14221	2	160410299
ENSMUSG00000078955	Gm14222	2	160425277
ENSMUSG00000070544	Top1	2	160487808
ENSMUSG00000016933	Plcg1	2	160573220
ENSMUSG00000098889	Gm27206	2	160585847
ENSMUSG00000035877	Zhx3	2	160590628
ENSMUSG00000085303	Gm16751	2	160682756
ENSMUSG00000081854	Gm11447	2	160687533
ENSMUSG00000027412	Lpin3	2	160722590
ENSMUSG00000050700	Emilin3	2	160748357
ENSMUSG00000087147	Gm14228	2	160767461
ENSMUSG00000057133	Chd6	2	160788898
ENSMUSG00000077795	Gm25561	2	160838697
ENSMUSG00000109780	Gm45447	2	160951331
ENSMUSG00000067745	Gm14243	2	161020984
ENSMUSG00000085469	Gm14242	2	161048609
ENSMUSG00000081099	Gm5270	2	161096376
ENSMUSG00000081151	Gm11448	2	161129140
ENSMUSG00000087031	Gm14241	2	161173234
ENSMUSG00000083374	Gm11449	2	161324483
ENSMUSG00000100943	Gm29229	2	161355610
ENSMUSG00000053141	Ptprt	2	161363910
ENSMUSG00000084919	Ptprtos	2	162232733
ENSMUSG00000054457	9430021M05Rik	2	162503083
ENSMUSG00000087536	Gm14246	2	162521375
ENSMUSG00000077143	Gm22936	2	162599229
ENSMUSG00000082296	Gm11450	2	162647510
ENSMUSG00002076506	U1	2	162658231
ENSMUSG00000086030	Gm14255	2	162708999
ENSMUSG00000083567	Gm11451	2	162740814
ENSMUSG00000082514	Gm11452	2	162749844
ENSMUSG00000016921	Srsf6	2	162773448
ENSMUSG00000035576	L3mbtl1	2	162785392
ENSMUSG00000080962	Gm11453	2	162824175
ENSMUSG00000017868	Sgk2	2	162829250
ENSMUSG00000017858	Ift52	2	162859274
ENSMUSG00000017861	Mybl2	2	162896607
ENSMUSG00000099091	Mir7003	2	162910010
ENSMUSG00000070708	Gtsf1l	2	162928954
ENSMUSG00000086152	Gm11454	2	162964526
ENSMUSG00000086036	Gm14254	2	162994815
ENSMUSG00000074607	Tox2	2	163045045
ENSMUSG00000017817	Jph2	2	163178162
ENSMUSG00000035399	Oser1	2	163247742
ENSMUSG00000099632	2900093K20Rik	2	163261715
ENSMUSG00000017943	Gdap1l1	2	163280396
ENSMUSG00000048486	Fitm2	2	163308299
ENSMUSG00000053353	2310001K24Rik	2	163313877
ENSMUSG00000078949	R3hdml	2	163334238
ENSMUSG00000046840	Hnf4aos	2	163335727
ENSMUSG00000017950	Hnf4a	2	163348728
ENSMUSG00000088408	Gm25881	2	163356436
ENSMUSG00000017679	Ttpal	2	163444234
ENSMUSG00000017707	Serinc3	2	163465192
ENSMUSG00000058812	0610039K10Rik	2	163486770
ENSMUSG00000035268	Pkig	2	163500306
ENSMUSG00000087129	Gm16316	2	163526924
ENSMUSG00000017697	Ada	2	163568504
ENSMUSG00000027656	Ccn5	2	163662781
ENSMUSG00000035238	Kcnk15	2	163695571
ENSMUSG00000035226	Rims4	2	163701671
ENSMUSG00000018326	Ywhab	2	163836880
ENSMUSG00000054582	Pabpc1l	2	163867370
ENSMUSG00000018322	Tomm34	2	163895460
ENSMUSG00000018209	Stk4	2	163912242
ENSMUSG00000085538	Gm11455	2	163977623
ENSMUSG00002076528	5S_rRNA	2	163999324
ENSMUSG00000040164	Kcns1	2	164005539
ENSMUSG00000040154	Wfdc5	2	164018247
ENSMUSG00000085649	A730032A03Rik	2	164019504
ENSMUSG00000042845	Wfdc12	2	164031151
ENSMUSG00000051769	Wfdc15a	2	164040783
ENSMUSG00000018211	Wfdc15b	2	164056374
ENSMUSG00000040132	Svs2	2	164077849
ENSMUSG00000050383	Svs3b	2	164096283
ENSMUSG00000016998	Svs4	2	164117872
ENSMUSG00000017003	Svs3a	2	164131188
ENSMUSG00000017000	Svs6	2	164158671
ENSMUSG00000017004	Svs5	2	164174660
ENSMUSG00000017002	Slpi	2	164195990
ENSMUSG00000098489	Mir7678	2	164196233
ENSMUSG00000016995	Matn4	2	164231313
ENSMUSG00000017007	Rbpjl	2	164245061
ENSMUSG00000017009	Sdc4	2	164266167
ENSMUSG00000045503	Sys1	2	164298884
ENSMUSG00000085760	Gm14302	2	164301816
ENSMUSG00000090996	Gm20458	2	164302887
ENSMUSG00000017720	Trp53tg5	2	164312221
ENSMUSG00000017734	Dbndd2	2	164328026
ENSMUSG00000017721	Pigt	2	164339440
ENSMUSG00000086179	Gm14317	2	164392450
ENSMUSG00000017723	Wfdc2	2	164404333
ENSMUSG00000074596	Spint3	2	164411615
ENSMUSG00000074595	Wfdc6a	2	164421439
ENSMUSG00000017733	Eppin	2	164430263
ENSMUSG00000070533	Wfdc8	2	164438378
ENSMUSG00000065797	Gm25512	2	164443856
ENSMUSG00000070531	Wfdc6b	2	164455442
ENSMUSG00000077671	Gm24473	2	164463842
ENSMUSG00000070530	Wfdc16	2	164476627
ENSMUSG00000083740	Gm11456	2	164484865
ENSMUSG00000074594	Wfdc9	2	164491551
ENSMUSG00000070529	Wfdc10	2	164497966
ENSMUSG00000078940	Wfdc11	2	164504814
ENSMUSG00000067704	Wfdc13	2	164527027
ENSMUSG00000017310	Spint4	2	164540421
ENSMUSG00000074593	Spint5	2	164557225
ENSMUSG00000076434	Wfdc3	2	164573100
ENSMUSG00000017299	Dnttip1	2	164587903
ENSMUSG00000086453	Gm11457	2	164596162
ENSMUSG00002075137	7SK	2	164603579
ENSMUSG00000001403	Ube2c	2	164611818
ENSMUSG00000017300	Tnnc2	2	164619081
ENSMUSG00000050373	Snx21	2	164627743
ENSMUSG00000017307	Acot8	2	164634685
ENSMUSG00000045822	Zswim3	2	164647018
ENSMUSG00000017764	Zswim1	2	164664606
ENSMUSG00000017767	Spata25	2	164668309
ENSMUSG00000039873	Neurl2	2	164672652
ENSMUSG00000017760	Ctsa	2	164674793
ENSMUSG00000017754	Pltp	2	164681438
ENSMUSG00000039849	Pcif1	2	164721224
ENSMUSG00000039834	Zfp335	2	164733802
ENSMUSG00000085436	Zfp335os	2	164753274
ENSMUSG00000017737	Mmp9	2	164782700
ENSMUSG00000017740	Slc12a5	2	164802722
ENSMUSG00000039804	Ncoa5	2	164842277
ENSMUSG00000017652	Cd40	2	164897547
ENSMUSG00000078935	1700025C18Rik	2	164920613
ENSMUSG00000053166	Cdh22	2	164953427
ENSMUSG00000086630	Gm14397	2	165001332
ENSMUSG00000087800	Gm25569	2	165111966
ENSMUSG00000017664	Slc35c2	2	165118474
ENSMUSG00000017670	Elmo2	2	165129951
ENSMUSG00000056824	Zfp663	2	165193217
ENSMUSG00000017667	Zfp334	2	165216184
ENSMUSG00000027670	Ocstamp	2	165235680
ENSMUSG00000018459	Slc13a3	2	165246948
ENSMUSG00000085358	Gm14437	2	165284184
ENSMUSG00000039725	Trp53rka	2	165332030
ENSMUSG00000027661	Slc2a10	2	165345707
ENSMUSG00000017897	Eya2	2	165436952
ENSMUSG00000100796	Gm28163	2	165443383
