genes	D1	D2	DD
RBPJ	0.0409040848949817	0.0101555822274769	0.0307485026675048
TP53I3	0.0687981022222859	0.0380544972900349	0.030743604932251
P4HA1	0.0627826411841221	0.0321114427136234	0.0306711984704988
IL17C	0.655287071135696	0.624620725403282	0.0306663457324137
CHD9	0.0575613140182713	0.0269021384927013	0.03065917552557
OAS3	0.12254753911959	0.0919082275777845	0.0306393115418054
HDAC2	0.0918248852612637	0.0612041132321539	0.0306207720291098
NDUFAF4	0.0938658532190985	0.0632456763180361	0.0306201769010623
RSL24D1	0.0472812740417186	0.0166650067110436	0.030616267330675
KAT2A	0.0422908524149231	0.0116817987530059	0.0306090536619172
PTGS2	0.278944332033173	0.248373238035137	0.0305710939980356
BZW2	0.0652000195785979	0.0346745292732156	0.0305254903053823
EZR	0.0720179776896158	0.0415173619793411	0.0305006157102747
RNF13	0.0461951651051884	0.0157264650570762	0.0304687000481122
SLC25A6	0.032349719837511	0.00189455573857057	0.0304551640989405
KLF7	0.114602452418781	0.0841887200458606	0.0304137323729206
FAM84B	0.0736187787084483	0.0432063771799569	0.0304124015284914
CMSS1	0.0747963112536377	0.0443897565654888	0.0304065546881489
SLC4A1AP	0.0445116661815063	0.0141075821100128	0.0304040840714935
YY1	0.0710582207470518	0.0406660620366264	0.0303921587104254
GPX4	0.0381189345602625	0.00772769431131076	0.0303912402489518
HMGN1	0.0939314417141718	0.0635521084814929	0.0303793332326789
ACO2	0.038070317760803	0.00770877947212359	0.0303615382886794
UQCRC2	0.0435782614119369	0.0132454690993142	0.0303327923126228
CMTM3	0.0338782636225271	0.00360909228194698	0.0302691713405801
POLR2E	0.0355835883871567	0.00534938195785445	0.0302342064293023
RPL29	0.0388792021844756	0.00868170011026711	0.0301975020742085
RPF2	0.0596339951061363	0.0294761116660615	0.0301578834400749
POLR2J	0.0636362018594848	0.033518832762469	0.0301173690970158
PSMD14	0.0442029899493201	0.014112551071796	0.030090438877524
RSBN1L	0.0363141210323198	0.00622915383152974	0.03008496720079
MTCH1	0.0428362821961261	0.0127623282057978	0.0300739539903283
ECHS1	0.0583890431075332	0.0283465272605349	0.0300425158469983
HRSP12	0.0374894247514004	0.00745514984040013	0.0300342749110003
DUSP6	0.140055165165735	0.110024102931036	0.030031062234699
ATXN1L	0.0380741226204266	0.00804553398936349	0.0300285886310631
UBE2K	0.0449634215443312	0.014943521422631	0.0300199001217003
SNRPG	0.0367026293939012	0.00669610682180863	0.0300065225720926
TUBB4B	0.176937664411559	0.146941416418261	0.0299962479932981
COL27A1	0.0343270696602736	0.00434436361444179	0.0299827060458318
TMEM179B	0.0556966347083519	0.025716327230888	0.029980307477464
EIF1B	0.0768631834433083	0.0468925969578225	0.0299705864854858
WBSCR22	0.0602750654558688	0.0303598040201302	0.0299152614357386
COA4	0.0356353303839556	0.00574149078420148	0.0298938395997542
ADAM28	0.0438557197057507	0.0139758479421039	0.0298798717636468
POLR2I	0.0325587399632622	0.00272906740600607	0.0298296725572561
CDK16	0.0434379050433183	0.0136156608843517	0.0298222441589666
DDX60L	0.0697684518769266	0.0399512517920402	0.0298172000848865
TP53TG1	0.0361747814580614	0.00646492878795565	0.0297098526701057
FXN	0.0385371634347534	0.0088462953132962	0.0296908681214572
RPS3A	0.0507636132848087	0.0210774145452211	0.0296861987395876
HELZ2	0.0821707241480103	0.0525022779461512	0.0296684462018591
ZBTB7A	0.0327884491528568	0.00312983556897778	0.029658613583879
B4GALT5	0.0466954435838733	0.0170490659002346	0.0296463776836387
LACTB	0.0487994948886658	0.019208463382694	0.0295910315059718
TPT1	0.0432940331300767	0.0137069463317995	0.0295870867982772
PPP1R12A	0.0318587283353862	0.00229958113257499	0.0295591472028112
BLVRB	0.129526958864096	0.0999800637899654	0.0295468950741301
GSTZ1	0.0341059365038631	0.00458118467116553	0.0295247518326975
BRMS1	0.0422745354654784	0.012790063248152	0.0294844722173264
AJUBA	0.112635200164108	0.0831562067220744	0.0294789934420331
PFDN4	0.0354679116530815	0.00599413318212195	0.0294737784709596
NDFIP1	0.0487954674263707	0.0193223410393086	0.0294731263870621
HNRNPR	0.0408996120280362	0.0114492621664004	0.0294503498616358
AP3D1	0.0667766729852964	0.0373356981634775	0.0294409748218189
UQCRQ	0.070676741181239	0.041247304743909	0.0294294364373299
RAN	0.0644142986913986	0.035100173815231	0.0293141248761676
C4orf3	0.0710642943473815	0.0417692886854958	0.0292950056618858
FAM174A	0.0564292659993942	0.0271352340666353	0.0292940319327588
GPATCH2	0.0397865045141623	0.0105210987847644	0.0292654057293979
DTX3L	0.062745172909089	0.0335016112702311	0.0292435616388579
PRDX1	0.151487029387875	0.122337569776235	0.0291494596116397
VIMP	0.0431307796007322	0.0139923241092702	0.029138455491462
COX6B1	0.0756884491798506	0.0465592971195543	0.0291291520602963
NUDT5	0.0868853351233912	0.0577689643639118	0.0291163707594794
TMEM165	0.0528813982334958	0.0237822661963102	0.0290991320371856
SEPT11	0.0521836125071357	0.0231228072968744	0.0290608052102613
CLDN12	0.0332092862676328	0.00417152628709604	0.0290377599805367
KIF21A	0.0372255751878887	0.00821472140005861	0.0290108537878301
ARG2	0.0473757821295203	0.0184161109998525	0.0289596711296678
LGALS3	0.133160855291731	0.104317177484043	0.0288436778076881
PTGR1	0.128927830255435	0.100126696362961	0.0288011338924733
PLPP3	0.0443759358720914	0.0156268737433074	0.028749062128784
PRMT2	0.0529390990813003	0.0242084449248128	0.0287306541564875
SLC7A1	0.0549329871080001	0.0262580787655107	0.0286749083424895
TINAGL1	0.0578035018236334	0.0292087860683592	0.0285947157552742
TACC3	0.0696525878185324	0.0410607021365626	0.0285918856819698
PAFAH1B3	0.0616537801396886	0.0330734520279034	0.0285803281117852
HSP90B1	0.102321345378316	0.0737534977380311	0.028567847640285
DHRS1	0.0752495808041602	0.0468044368628589	0.0284451439413012
PITX1	0.0582588038642887	0.029830613963843	0.0284281899004458
SNAPC3	0.048697293592538	0.0202698694381483	0.0284274241543897
TMED10	0.0548262821889471	0.0264035807604239	0.0284227014285232
PRR15	0.13371803566386	0.105305395770021	0.0284126398938392
EXOSC3	0.0511945081439634	0.0228306318224059	0.0283638763215574
NPM3	0.130464020974515	0.102203330807887	0.028260690166628
PSMD8	0.0822119989664851	0.0540141978494767	0.0281978011170083
PKP3	0.031743623234423	0.00354813521854696	0.0281954880158761
ANKUB1	0.0487171314860524	0.0205411445861396	0.0281759868999128
MAPK6	0.0514312235976339	0.023255488392898	0.0281757352047359
TYW3	0.0398783442549228	0.0117304928466339	0.0281478514082889
PSME2	0.0475888911529174	0.0194421207913592	0.0281467703615581
PRSS23	0.123531790129648	0.0954186663716023	0.0281131237580453
TMEM181	0.0414523475024474	0.0133444680936626	0.0281078794087849
SIAH2	0.0382696334087665	0.0101819372485689	0.0280876961601975
FAM213B	0.056171922374674	0.0280914222756941	0.02808050009898
USP30-AS1	0.0534065932630155	0.0253647130714265	0.0280418801915891
GPI	0.059105519647304	0.0310838446810232	0.0280216749662808
AIG1	0.0338650481650493	0.00588398811973938	0.0279810600453099
RP11-277P12.20	0.0421786899612315	0.0142125285457497	0.0279661614154818
FAM114A1	0.0702177976108669	0.042283715040934	0.0279340825699329
SMIM4	0.0316594500069619	0.0037313897982399	0.027928060208722
SCEL	0.0927906779692357	0.0649392337596023	0.0278514442096334
TRIP11	0.0307828712561188	0.00298914142439985	0.0277937298317189
MESDC2	0.0453805456702848	0.0175902710151352	0.0277902746551496
XYLT2	0.035097982775819	0.00734184723043853	0.0277561355453805
GTF2F2	0.03858664684558	0.0108375262858108	0.0277491205597692
ALDH1A3	0.169911301888839	0.142214015070656	0.0276972868181833
PLA2G16	0.102319552988711	0.0746226008787819	0.0276969521099288
GNPTAB	0.039588100444629	0.0118965680431093	0.0276915324015197
SCOC	0.0461269648535859	0.0184911129204161	0.0276358519331697
P4HB	0.0499471166574441	0.0223155039504828	0.0276316127069613
TMEM138	0.0340632358854259	0.00644224609263621	0.0276209897927896
PSMB10	0.0477383898827998	0.0201288672730584	0.0276095226097413
ALDH7A1	0.0732446203436373	0.0456360985239491	0.0276085218196882
ATP5G1	0.0807849453585136	0.05318398766347	0.0276009576950436
RPL5	0.0433229929022167	0.0157342440137456	0.0275887488884712
ZNF644	0.0309500234507619	0.00343450009173016	0.0275155233590317
KIF5B	0.0619384873803842	0.034445560405086	0.0274929269752982
UNC93B1	0.0402532080835151	0.0127663515515735	0.0274868565319416
USO1	0.037075175697011	0.00960877299568425	0.0274664027013267
COASY	0.0310953787429167	0.00367278633231243	0.0274225924106043
RPL14	0.0325005897759827	0.00508178263640495	0.0274188071395778
POLD2	0.0808055166297572	0.0533880341845458	0.0274174824452114
PFKP	0.0566302001596543	0.0292384587521579	0.0273917414074963
REEP3	0.0782194119217517	0.0508300557202322	0.0273893562015195
SLC52A2	0.0277816947216344	0.000450971293166653	0.0273307234284678
SREK1	0.035426940540045	0.008108125921996	0.027318814618049
PPP1R11	0.0317311365887876	0.00443858805502726	0.0272925485337604
NFKB1	0.0561658144482379	0.0288837792190218	0.0272820352292161
SMCHD1	0.0325756923352376	0.0053386620596031	0.0272370302756345
SRPK2	0.0355256898315973	0.00829418447992173	0.0272315053516756
PGF	0.17438672411969	0.147167202819358	0.0272195213003321
TXNDC11	0.0328138851115102	0.00562746457860586	0.0271864205329043
CLCA2	0.0389729679243966	0.01182097173347	0.0271519961909266
SFXN4	0.0433920686866846	0.0162582130292371	0.0271338556574475
TMEM14A	0.0684070708347393	0.041296487808327	0.0271105830264123
HIPK1	0.0407863255364792	0.0137165117830651	0.0270698137534141
SPHK1	0.0939002762061532	0.0668623732512031	0.02703790295495
CD82	0.0377133184136986	0.0107430726030033	0.0269702458106954
SEMA3C	0.0816143592797347	0.0546590555540526	0.0269553037256821
PPCDC	0.0380466065263628	0.0110921279157608	0.026954478610602
APOL3	0.0959580463252829	0.0690145310953268	0.0269435152299561
KIAA2013	0.0398438339666915	0.0129023566395847	0.0269414773271068
ATG5	0.03645626701318	0.00959118963877686	0.0268650773744032
CREM	0.0307802046345945	0.00391873384770255	0.026861470786892
FEZ2	0.0378780679471086	0.0110178992591678	0.0268601686879408
RPL6	0.0497528158642806	0.0228947500928619	0.0268580657714187
CHMP1A	0.0504335032692205	0.02357652529258	0.0268569779766405
CCNL2	0.0299877669698036	0.00313167205640778	0.0268560949133958
ADK	0.0506733739043416	0.0238341491853946	0.026839224718947
PHB	0.0544643161061654	0.0276388554686406	0.0268254606375248
MET	0.0651688039618405	0.0383513843707662	0.0268174195910742
RPS6KB1	0.0373845211114462	0.0105776118293887	0.0268069092820575
PIH1D1	0.0290465329267927	0.00226264020097599	0.0267838927258167
TFG	0.0451855059145282	0.0184192760638507	0.0267662298506775
CCDC12	0.0376418485849251	0.0108888426867303	0.0267530058981948
ATP5A1	0.0687584144202039	0.0420147391462414	0.0267436752739624
EXOSC5	0.0353226255062296	0.00859235994186918	0.0267302655643605
TMA16	0.0321609287020295	0.00548513293253425	0.0266757957694952
MRPL36	0.0415355961280781	0.0148743286845115	0.0266612674435666
DDR1	0.0439505728197039	0.0172972148022208	0.0266533580174831
LYN	0.0505631220415366	0.0239133519107266	0.02664977013081
AVPI1	0.109274463169758	0.0826510615472301	0.0266234016225276
APOL6	0.0571378860110595	0.0305589351209475	0.026578950890112
DDX6	0.0285444065465098	0.00199496164597432	0.0265494449005355
HDLBP	0.0720618558611486	0.0455502616823939	0.0265115941787546
PDCD2	0.0315043993972802	0.00499866448250021	0.02650573491478
TIMM50	0.0421612464778754	0.0157066303743649	0.0264546161035105
CHURC1	0.0394911571612489	0.0130434537357367	0.0264477034255122
WDR61	0.0857574234565186	0.0593445188967087	0.0264129045598098
CSF3	0.235256058580244	0.208868285552496	0.0263877730277484
TMEM120B	0.0668980197582578	0.0405141067993486	0.0263839129589092
PLAU	0.176740081935542	0.150359185987606	0.0263808959479359
FAM92A1	0.0404987086527124	0.0141304700318827	0.0263682386208296
FABP5	0.200431231917818	0.174063222167405	0.0263680097504133
CRIP2	0.0391563788671844	0.0128074096058753	0.0263489692613091
TIGAR	0.0540312852477908	0.0276931166317521	0.0263381686160388
WIPI2	0.0364352208312938	0.0101164368745248	0.026318783956769
MCM3AP	0.0317045091561297	0.00540163961892027	0.0263028695372094
MAGED2	0.0535534665631236	0.0272646163108135	0.0262888502523101
CYB5R2	0.0290709967095319	0.00279179299866515	0.0262792037108668
EFHD2	0.028908695697151	0.0026831705506819	0.0262255251464691
CEP104	0.0345014734202542	0.00827697753298923	0.026224495887265
CHD2	0.0290718050616481	0.00285024619316709	0.026221558868481
SUMO2	0.0780144836455781	0.0518159234981669	0.0261985601474112
FILIP1L	0.0320534409027469	0.00589286118581037	0.0261605797169365
JUP	0.0352603150886885	0.00913665086454803	0.0261236642241405
AAK1	0.0375006355555156	0.0114039143270359	0.0260967212284796
UBAC2	0.0467283951702704	0.0206734829331356	0.0260549122371348
DLAT	0.028147586900655	0.00211492492342613	0.0260326619772288
CHMP4B	0.0690948339681946	0.0430919754923829	0.0260028584758118
PATL1	0.0302313347466493	0.00424215784521246	0.0259891769014368
ESD	0.133874125135977	0.107889728367648	0.0259843967683288
MSL1	0.0337830719482689	0.00780780957313892	0.02597526237513
EGLN2	0.0411931930061928	0.0152432228964114	0.0259499701097814
DRAM2	0.0346260367833163	0.00871156521973736	0.0259144715635789
AHSA1	0.0962358198544498	0.0703507170499395	0.0258851028045102
MRFAP1	0.0471197057727927	0.0212461352361345	0.0258735705366582
TOMM22	0.0514105588014688	0.0255770110349069	0.025833547766562
KDSR	0.0306014018462072	0.00476938650237821	0.025832015343829
METTL9	0.0386806869355699	0.0128602942823173	0.0258203926532526
TRIO	0.0288549515372343	0.00303786711786437	0.0258170844193699
SF1	0.0564423759237236	0.0306266007192288	0.0258157752044948
CDC42EP3	0.0690339081038741	0.0432327678751806	0.0258011402286934
CPSF6	0.0382799833789127	0.0124918475955012	0.0257881357834115
GAMT	0.0898415208328962	0.0640552616821929	0.0257862591507032
MDFI	0.0412354416319376	0.0154659587845358	0.0257694828474018
CRCT1	0.282920896971466	0.257161413649307	0.0257594833221583
CAND1	0.0657737556619663	0.0400169498350894	0.025756805826877
PURA	0.0311246104819533	0.00537654788250529	0.025748062599448
RIPK1	0.0390369510912887	0.0133029428617424	0.0257340082295463
PMAIP1	0.164864391403141	0.139132313606253	0.0257320777968878
YEATS4	0.0701366745306304	0.0444190179933739	0.0257176565372565
EMC7	0.0641797551749094	0.0384795267193471	0.0257002284555623
TPM3	0.0903116487777057	0.0646241184244941	0.0256875303532116
SEMA3F	0.0287042506415504	0.00304698295847589	0.0256572676830745
HDDC2	0.0385557538948393	0.0129092332498872	0.0256465206449522
BUD31	0.0600524999437163	0.034430542719653	0.0256219572240633
ATP6V1A	0.0499006626800809	0.0243064269471358	0.0255942357329452
TTC9	0.136641538327743	0.111099573113273	0.0255419652144696
MAGOH	0.0822842776960084	0.056753786536456	0.0255304911595524
EIF3I	0.0827082771173253	0.0572151229508092	0.0254931541665161
TMEM230	0.0324323145184911	0.00694808368815752	0.0254842308303336
EMD	0.037640147257143	0.0121840185690154	0.0254561286881276
C11orf24	0.0410456514556965	0.0155942653403628	0.0254513861153337
SLC35A2	0.0390729955604572	0.0136417211602803	0.0254312744001769
CDA	0.122669314090072	0.0972802324951604	0.0253890815949121
SRP14	0.0526291058626673	0.0272410641128319	0.0253880417498354
NR1H2	0.0331984395300372	0.00781510667903944	0.0253833328509977
FAM192A	0.0422396746553509	0.0168581464335137	0.0253815282218372
ZNF638	0.0374222816961522	0.0120572651724536	0.0253650165236986
HIST1H1C	0.124285857750947	0.0989412200906238	0.0253446376603235
SLC27A5	0.0366906344911745	0.0113518350793564	0.0253387994118181
SYPL1	0.0376752325654814	0.0123416935363623	0.0253335390291191
TIA1	0.0485498817979248	0.0232165092048392	0.0253333725930856
MYO19	0.0699053154315527	0.0445736544253246	0.0253316610062281
RRAGA	0.047749821896357	0.0224300458188855	0.0253197760774715
SSR1	0.0561502044899065	0.0308711438892034	0.0252790606007031
TRAPPC6B	0.0309495943776065	0.00568880677459316	0.0252607876030133
SH3BP1	0.0280190928566943	0.0027641821393786	0.0252549107173157
RBM47	0.0425603389618255	0.0173522332992483	0.0252081056625772
FIS1	0.0313084208861079	0.00613729433176366	0.0251711265543443
RNF167	0.0272071538194592	0.00204066023284792	0.0251664935866113
PPFIA1	0.0408602742173489	0.0157109065861451	0.0251493676312038
SCARB1	0.0403214181771878	0.0151841378336498	0.025137280343538
KPNA4	0.0386119101470697	0.0134793990677271	0.0251325110793426
MAD2L1	0.278014532866642	0.252911994508423	0.0251025383582192
UTP15	0.0599793810838715	0.0348980667842761	0.0250813142995955
UCHL3	0.0317229590551799	0.00669635397758974	0.0250266050775901
NUDCD1	0.0280908373977919	0.00307304156585886	0.0250177958319331
RAB38	0.129007098019508	0.104065224351378	0.0249418736681294
CTSA	0.0321682531172192	0.00723561794841082	0.0249326351688084
OAT	0.0324153618735484	0.00751745749402158	0.0248979043795268
ACP2	0.0350054925638755	0.0101284343833099	0.0248770581805655
EHD2	0.0316835148019272	0.00683582328285382	0.0248476915190734
WBP11	0.0288293134386464	0.00399110329771106	0.0248382101409354
MICAL2	0.0284027725035982	0.0036074646772186	0.0247953078263796
TAB2	0.0424055933976341	0.0176144636442527	0.0247911297533814
CUTA	0.0389710465622577	0.014186175332558	0.0247848712296998
DARS	0.0355146825190603	0.0107377059348557	0.0247769765842046
GPRC5A	0.133090883621491	0.108317137988303	0.0247737456331878
ERGIC1	0.0433951949696582	0.0186270972008902	0.0247680977687681
HNRNPA0	0.0335619825551978	0.00880168858006247	0.0247602939751353
USP10	0.0354609668600352	0.0107205604731013	0.024740406386934
CECR5	0.0293013956636807	0.00456744746534344	0.0247339481983372
TNRC6A	0.0425427505347963	0.0178287758772681	0.0247139746575283
NBL1	0.0351231685887494	0.0104108520079386	0.0247123165808108
CREBBP	0.0378560208177736	0.0132106604872601	0.0246453603305135
GALNT5	0.0313236740258302	0.00673508596060103	0.0245885880652292
MYDGF	0.0337053453984435	0.00912097302621638	0.0245843723722271
TBCC	0.0317317547426351	0.00720984185932005	0.024521912883315
EIF3D	0.0602061879764281	0.0356874498168825	0.0245187381595456
ARL4A	0.0369977617601456	0.0124867419280298	0.0245110198321158
SP100	0.0458292386822861	0.0213278114065084	0.0245014272757778
MRPS22	0.0369808252994607	0.0125079408339628	0.0244728844654979
CD151	0.0438272160469016	0.0193957897958855	0.0244314262510161
PEX16	0.0398135906312158	0.0154020228405761	0.0244115677906397
SLC35B1	0.031567398702644	0.00716050054859975	0.0244068981540442
TFAP2A	0.0330927826864876	0.00873284478484652	0.024359937901641
CETN3	0.0320712916708288	0.00773461460806297	0.0243366770627658
REL	0.0303259306765881	0.00603879652255665	0.0242871341540314
ARL6IP4	0.0555583010050594	0.0312715894440566	0.0242867115610028
ILKAP	0.0311842477890018	0.00692570602518586	0.0242585417638159
TCF25	0.0478178838206102	0.0235627618094485	0.0242551220111617
IRF2BP2	0.0309891463250222	0.00674048796052818	0.024248658364494
UTP23	0.0387014449205618	0.0144780134425528	0.0242234314780089
PLOD1	0.0309678423944023	0.00674989836319142	0.0242179440312108
SLMAP	0.0717934468288855	0.0476133859302789	0.0241800608986066
VASP	0.0299004717270867	0.0057536492080907	0.024146822518996
SMURF2	0.120149429535956	0.0960764546599818	0.0240729748759741
TAGLN2	0.0773612943447003	0.0533292103447721	0.0240320839999282
NFU1	0.0331486722394291	0.00911949540395954	0.0240291768354695
SEMA3A	0.0352222547460625	0.0112051882098863	0.0240170665361762
PCF11	0.0331653476611901	0.00919141681094098	0.0239739308502491
MIER1	0.0452408827231922	0.0212709574007536	0.0239699253224386
ATG4B	0.0265660371523404	0.00260549703307436	0.023960540119266
SOCS1	0.156340522546272	0.132398018495771	0.0239425040505012
PHACTR4	0.0337416822300403	0.00982768411130873	0.0239139981187316
PPP3CA	0.0428330979525053	0.0189406416606782	0.023892456291827
FAM3D	0.0897745076547975	0.0658993989073128	0.0238751087474847
SNCA	0.0394377151341927	0.0156273933853162	0.0238103217488765
HMGB1	0.194191206265357	0.170401358494087	0.0237898477712701
MMP24-AS1	0.0244869626868045	0.000701109663349072	0.0237858530234555
PROSER1	0.0312391771281645	0.00750117393992816	0.0237380031882363
NUDT21	0.0492549730543119	0.0255304054356706	0.0237245676186413
SPG21	0.0497484135856267	0.026057217121163	0.0236911964644637
UROD	0.0701246201131623	0.0464490048012391	0.0236756153119232
HCG18	0.0269555643766356	0.00331610932477119	0.0236394550518645
BPTF	0.052726000868783	0.02908865237178	0.0236373484970029
JAG2	0.0484516660838181	0.0248334643840031	0.0236182016998149
TMEM50B	0.0286904557233394	0.00509052044768678	0.0235999352756526
LRBA	0.0322666302379358	0.00871815879347422	0.0235484714444616
CDH1	0.0438003014839642	0.0202662597388046	0.0235340417451596
ANXA1	0.189473564201022	0.165940409225605	0.0235331549754169
IL1RL1	0.100981888258411	0.0774509924854771	0.0235308957729339
PSPC1	0.0285815004940422	0.00506945731049376	0.0235120431835484
PHLDB2	0.0558422925506771	0.0323438705934542	0.0234984219572229
UBE2Q2	0.0277553629749696	0.00429439855193613	0.0234609644230335
HMGXB3	0.0469871670282436	0.0235522875098994	0.0234348795183443
NR2F2	0.193797447746925	0.170365848619542	0.0234315991273822
RCN1	0.0310965293224232	0.00768004310298113	0.0234164862194421
SLC25A5	0.101725611294106	0.0783202520678234	0.0234053592262823
ZNF22	0.0492282557467192	0.0258334736454677	0.0233947821012514
TSNAX	0.0280051011786508	0.00463457171692005	0.0233705294617308
MLLT4	0.0255286643563512	0.00215910701208075	0.0233695573442704
TAX1BP1	0.0477266775551928	0.0243581102868978	0.0233685672682949
FAM134A	0.0343662286969657	0.0110120019973535	0.0233542266996122
SORD	0.0246029226158156	0.00125877882953131	0.0233441437862843
ATP6V1D	0.0288169979111057	0.00550558808146668	0.023311409829639
TMEM40	0.156291592604911	0.132987734035667	0.0233038585692442
ERI3	0.029146547198302	0.00584973255778373	0.0232968146405183
FAIM	0.0345967847214198	0.0113044523144049	0.0232923324070149
IGF2BP2	0.0517746466942562	0.0284939621394536	0.0232806845548026
SNX6	0.0593644324831092	0.0361183992114793	0.0232460332716299
CISD3	0.0259742464879296	0.00275286878477052	0.023221377703159
ACOT7	0.0843364389337258	0.0611238468741552	0.0232125920595707
RAB34	0.0347337713797232	0.011534724520346	0.0231990468593771
TMA7	0.0963321772357265	0.0731341850935887	0.0231979921421378
PA2G4	0.122807851381166	0.099648492345799	0.023159359035367
RPS19	0.0863350170456968	0.0631766348108972	0.0231583822347996
INHBA	0.463742608459482	0.440586623572823	0.0231559848866583
CFDP1	0.0385326643321931	0.0153853310494656	0.0231473332827275
ARID1A	0.0495767368671825	0.0264407113957587	0.0231360254714237
ARL8B	0.0358203195215525	0.0127031630367012	0.0231171564848512
GCHFR	0.074424656781278	0.0513100115085362	0.0231146452727418
SUMO3	0.06845691217632	0.0453450744248138	0.0231118377515062
COMT	0.0264844312956502	0.00340712807800865	0.0230773032176416
ACSL3	0.0574371585127876	0.0343895241976676	0.02304763431512
TRIM33	0.0302829741125429	0.00724474146572746	0.0230382326468154
BROX	0.0382495291250661	0.0152369392006925	0.0230125899243736
STK17A	0.0928498537213324	0.0698377469987243	0.0230121067226081
CEBPZ	0.0365279360214419	0.0135173683790439	0.0230105676423979
TNFRSF10B	0.0338555212606358	0.0108456242582492	0.0230098970023866
TUBA1C	0.2197829158011	0.196836589207989	0.0229463265931111
C21orf59	0.0873520058741553	0.0644154911418827	0.0229365147322726
PAF1	0.0301859914883198	0.00724988539777879	0.022936106090541
INO80	0.0305575178389425	0.00762340002803157	0.0229341178109109
SLC2A6	0.114434480642487	0.0915190343679939	0.022915446274493
RNF8	0.0317931607681281	0.00888695016791729	0.0229062106002108
PRDX6	0.0433209422049166	0.0204215291638998	0.0228994130410168
GPBP1L1	0.0417636572946677	0.0188881364053319	0.0228755208893358
DDX24	0.026926412268349	0.00407493531488821	0.0228514769534608
UPF3A	0.0381214251754792	0.0153324789057991	0.0227889462696801
TBCB	0.0331831647289249	0.0103972997187955	0.0227858650101294
DPCD	0.054568879412415	0.0317849038036938	0.0227839756087212
LIF	0.186096400344575	0.163314000053647	0.0227824002909278
NAP1L4	0.0253250570167958	0.00258199323042809	0.0227430637863677
CKS2	0.253290729869051	0.230554392540587	0.0227363373284636
FOPNL	0.0432463033653998	0.0205453894582074	0.0227009139071924
CTA-384D8.35	0.113990999484426	0.091305664295647	0.0226853351887794
FAM104B	0.0392545083401687	0.0166110031295622	0.0226435052106065
CWC15	0.0556855650645796	0.0330798166414286	0.022605748423151
ZC3H8	0.0292918184117442	0.00669955484041518	0.0225922635713291
SMG7	0.0491137530906745	0.0265273967131174	0.0225863563775571
UXT	0.0418683317437996	0.019290575284215	0.0225777564595846
RRP36	0.0425166661407614	0.0199609074262479	0.0225557587145134
HMGN3	0.0522555334272259	0.0297266078208159	0.02252892560641
SAMHD1	0.0762630337401436	0.0537377731028607	0.0225252606372828
MSANTD3	0.0517688169355119	0.0292515197842168	0.0225172971512951
CTSL	0.0602692844739928	0.0377641896493789	0.0225050948246139
RHOA	0.067966959269635	0.0454657028205669	0.0225012564490681
ISCA1	0.0261865704379203	0.0036888215444332	0.0224977488934871
YIPF4	0.0488043842115314	0.0263139537145174	0.0224904304970139
SNX17	0.0340203695767088	0.0115835026661226	0.0224368669105862
DONSON	0.0666926835571037	0.0442873298066783	0.0224053537504254
KCTD9	0.0287884778102918	0.00639143606198957	0.0223970417483023
FBXO21	0.0282997570724623	0.00590554720189551	0.0223942098705668
MLF2	0.0312284010946466	0.00883600402703519	0.0223923970676114
KPNA2	0.216866810318263	0.194496160037074	0.0223706502811893
KCTD12	0.0759040996659276	0.0535471847953192	0.0223569148706084
PPM1A	0.0473189056675639	0.0249704841929774	0.0223484214745865
PFKFB3	0.0320448553531479	0.00973122157300913	0.0223136337801388
FUT2	0.0528104483816019	0.0305181936111836	0.0222922547704182
ALKBH5	0.0352600299945791	0.0129689515821393	0.0222910784124398
TNKS2	0.0553392487705492	0.0330549146165829	0.0222843341539663
ALOX15B	0.0798435131744393	0.057569660254863	0.0222738529195763
C7orf73	0.0589498628818562	0.0366928282899347	0.0222570345919216
REPIN1	0.0319541143277531	0.0097139217905638	0.0222401925371893
DTYMK	0.176711489633064	0.154490613932191	0.0222208757008728
FGD5-AS1	0.0348591439190134	0.0126569178735797	0.0222022260454337
THOC7	0.0245487930699278	0.00237469779104314	0.0221740952788846
CNDP2	0.0640341292022831	0.0418620531443867	0.0221720760578963
ADSL	0.0603384061481061	0.0381700563047059	0.0221683498434002
DGCR2	0.0335583998767953	0.0114379214544583	0.022120478422337
WIPF2	0.0282049623394334	0.00608893802452678	0.0221160243149066
YIPF6	0.032348306965678	0.0102412012946566	0.0221071056710213
DDX21	0.0467193958955927	0.0246157230920813	0.0221036728035114
UBN1	0.034217391287865	0.0121143048760807	0.0221030864117843
CCDC82	0.0288981563598458	0.00680157172024482	0.022096584639601
CEP350	0.0342323352149377	0.0121380040845563	0.0220943311303814
MRPL41	0.0497555548961503	0.0276864010438151	0.0220691538523352
RAF1	0.0403191510905451	0.0182769962449717	0.0220421548455734
HYI	0.120484161205771	0.0985029387226807	0.0219812224830907
TBC1D7	0.0299106712601166	0.00793824249408345	0.0219724287660331
PSAP	0.0365104101978312	0.0145425853767871	0.0219678248210441
NR2C2AP	0.0419841393214365	0.0200310357495234	0.0219531035719131
DDX23	0.0501791938813346	0.0282265062087577	0.0219526876725769
MLLT11	0.054817513390509	0.03287325156849	0.021944261822019
RHBDD3	0.023193056856481	0.00125042855830419	0.0219426282981768
SCAMP2	0.032564560090021	0.0106494062740744	0.0219151538159466
