,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131
MKIAA0097,0.210887549,0.314522522,0.616075342,0,0,2.849639041,6.094360653,9.130253161,7.131987594,0,0,0.251688799,6.481817188,0,6.531063253,5.968784277,0,0,5.98856654,0,0,7.751590251,5.804564733,8.06442752,1.525367331,0,0.327802315,0,0,6.243952733,7.180075239,0.269870983,4.70726525,2.420536298,0,0.282143229,0,2.618685023,0,4.913234105,0,8.240173583,1.452753558,3.703444052,0,2.193014721,0,8.927851428,0.458066971,0,0,5.788568265,0.590242708,1.864770534,8.828560184,0,10.18935449,0,0,6.909462311,0.447103068,0.770871322,2.756041197,5.517515073,4.122275136,0,7.079898599,4.555073761,0.141171172,0,2.524840997,1.834428069,6.302028362,1.568761783,0.526068812,0,3.21944735,9.492103743,1.578697238,7.011656645,3.156865788,1.887213303,1.60345425,0.138290234,6.384179353,0.74381653,1.478713002,2.981542167,0,0,7.753901992,1.017066724,5.527724081,0,6.837910453,0.746140751,1.350610395,0,6.618972739,0,3.588336862,1.582315132,6.977800803,1.192888512,7.34614847,0.56315813,1.677981734,0.793271654,0,0,1.096194373,0,1.078609835,0.383828687,0.230940776,6.576154766,0,0,0,0,0,2.914832373,1.844144581,1.31736196,4.381047981,4.016505234,0,5.385724378,0,8.068366097,0
PRDM11,0,3.204328555,0,0,4.476290949,0.18497846,2.615604626,1.133234706,1.100506761,0.484395963,0,2.698751888,1.630917966,0,0.38835488,0.732659944,1.024957899,0,1.221072783,1.440952198,3.16865808,0.263635404,2.833072238,6.035784445,1.658325751,0.604830437,2.35724232,0,1.212693838,1.676989478,0,0.316956668,1.584866318,2.454518098,0.172487516,1.117096566,0.136978812,2.188749054,0.490980804,0.231186613,0.835115615,0.357495703,1.694479079,0.738897511,8.30477112,1.539282909,0,1.489851171,1.557924678,0,0,3.18480395,1.422286832,3.084064265,0.098554307,0,0.10057404,2.7362585,0.72141641,0.437547355,0,0.175939705,2.11179921,0.472175804,3.381629467,9.760340722,2.252203696,4.065236241,0.764516014,1.875386905,1.393580945,5.491272696,1.457226546,2.822281466,2.662068745,2.891613607,0.123003954,2.562156929,2.373258429,2.937608046,7.525897388,3.475824204,4.317325778,0.517023672,0,1.436055206,4.534285761,2.258910826,3.263094517,0,1.110830924,2.380396992,0,4.552752084,2.978763076,3.744936067,0,0,2.012997664,2.56078831,0,0.471447616,0,0,3.670001843,2.133925141,2.138126371,0.918004519,6.546547246,0.297367523,4.183851707,0,0.197110515,0,3.202746816,3.378081525,0,0,0.780478089,4.030936341,0,3.750467159,4.971575741,2.917966341,1.479489271,2.51457678,1.464354604,3.21752543,3.495644002,0,1.515611539
LIN7C,4.815606168,6.445125786,0.282380495,2.359661722,0.162081103,8.123388919,0,5.82499946,5.161049225,4.623539152,0,0,0,0,2.856965777,0,5.611287484,5.220790398,5.478266459,0.249506021,0,2.646208749,6.779381866,0,5.471288276,4.139633205,0,1.150299708,2.17098259,0.077379741,5.201665224,6.636900084,3.164013889,2.839556544,0,7.55618031,1.45438649,0,0,0,6.666959634,0,3.173287369,5.502534286,0,5.088506296,0,6.530353271,0.671474547,0,0,0,5.494201174,5.958450636,4.193795394,0,4.633716001,0.490878146,2.032418272,5.821258664,0,1.057762173,0,4.746871676,0,3.429937271,0.398131432,0,8.260526296,0,0,7.936463038,0.133563526,0,6.514838694,3.819238989,3.290247448,1.118093889,4.901914343,5.229341813,0,5.075844925,0,6.311913574,0,6.301622397,3.53230449,4.60571359,0,2.374844741,1.742653014,0.75719397,7.232784493,5.607454602,1.066743638,3.727125392,5.592720137,0,5.540210199,1.625971791,0,4.814668336,0,0,6.796913076,5.937895186,0,5.629962716,0,1.841208308,0,0,0,0.542901856,2.659513606,3.004914816,0,0,6.378468272,8.636302697,0,4.568804336,1.265916914,0,5.629511082,6.773675954,0,6.154196351,0,4.678539578,0
TMEM85,0.891030268,0,0.676267408,0,0,6.857784477,7.241776321,6.912853418,8.323163324,7.083811176,0.573956141,7.482151285,10.00723181,0,6.023659002,0,0,8.127120446,0,9.315939997,6.249889004,8.499696429,7.146057437,7.724469514,3.694724217,5.969951688,0,0,0.288890061,6.350530839,6.413529772,0,1.545770726,0,2.306320576,8.577667873,7.192690302,9.20158265,0,0,0,0,0,3.325400807,0,3.88218327,0,0,0,0,0,0.63663622,6.171653196,0,0,0,7.411740615,9.76259415,8.461014436,3.074950644,0.723514876,3.233765377,9.131931279,0,0,0,5.794322283,5.730194309,0,0,7.011350271,1.141498188,5.20224139,1.565743388,8.480389543,7.849012822,3.88443186,7.164320681,7.539120804,7.283058711,0,0,3.324781807,0,6.655563637,6.919316244,3.906775175,0,8.778322925,0,5.138134565,1.270887703,0,0,3.992016076,7.614507411,0,0.977829417,7.385480219,1.253928775,6.205009266,3.121976877,8.820094377,0,0,2.87282876,0.743299528,7.040341235,1.896543116,8.412628697,5.439829222,0,2.941669754,6.858208575,0.566863852,0,0,5.934877366,4.415440947,0,0,0,0,0.867342995,8.159544928,5.126815961,9.324656715,6.048593676,0,7.500560681,0
AK135429,0,2.407515912,0,0,0.314058409,0.067363367,1.67838746,1.143458727,0,3.48546547,0.713079899,0,0.877508689,0,0.025737561,0.680774425,1.766171089,0,0.130008304,2.162306728,0.655718181,0.209016592,2.637981131,2.29795439,0.896930552,2.596505847,2.366420139,0,3.157803674,0.154194325,0.095451881,0.653793793,1.698040631,0.283566239,0.48326116,1.198557015,2.501235306,1.277746757,1.296369301,0.744677789,3.451224302,0,0.097745622,2.782052041,11.41777289,2.627069813,0,0.878058272,0.381947801,0,0,2.066364783,0,0,1.574101508,0,0.078883047,0.868765772,0.154453593,3.758271193,1.116963537,1.754631,2.392344902,2.491083454,0.809085118,8.923429407,1.436854764,3.813996618,1.118160353,0.602551897,0.185739709,0.596171862,0,2.065951374,0.489029064,1.31684085,1.264356271,3.85140925,2.52539239,1.710966189,5.53736441,0.416515504,1.398131432,2.916553077,0.254473108,0.49865936,1.957283165,0,3.323888827,0,3.394322063,0.631523406,0,2.69959605,0.516822023,2.155166339,0,2.442518916,2.456753591,0.937269054,0.425888934,0,0,0,0.485426827,2.686612577,2.039840265,0,5.877003084,0.411860074,1.633477711,0,1.017066724,3.394349504,4.556680777,7.851694081,4.18039455,0,1.400483281,1.370164281,0,2.095823175,2.12310331,3.45482075,2.158950947,1.044883678,2.086715841,1.486817327,1.220391872,0.240741731,1.047608184
1700020I14RIK,7.158916623,6.424717222,0,0,0,0,5.349110462,0.576183494,6.709354056,6.781430535,7.730343779,5.41800437,0,0,1.419431022,6.048929287,3.044114297,0,0,0,6.624108208,3.246073599,4.900074617,0,0,7.431129832,1.532566323,0,0,0,7.861512516,0,1.484808397,6.562048525,1.142021259,0,0.56315813,0,0,3.597662268,4.919397293,7.160705437,0,0,0,8.167493917,0,3.28152022,0.544683205,0,0,0,6.010027866,7.272978695,6.446848407,0,0,4.248056591,0.769771739,4.103069551,7.32435429,5.936819295,0,4.79089191,2.0168172,0,0.534559685,2.292222228,4.793302872,0,7.932176358,6.694129406,0.8613202,0,6.63254015,5.119717221,5.655011152,4.909974664,3.509556506,7.986062735,0,0,0,0,8.017960313,0,0,6.984291986,0,2.419592823,2.240283796,8.41936065,0,1.046071916,7.438578967,0,0,0,0,3.096194373,0,4.509157422,0,2.368041931,2.570462931,5.238102793,0.300768033,0,0,0,3.108290261,4.050771579,0,7.755397699,9.083840421,0,3.807509488,8.951204272,5.964779819,0.731965214,0,3.631872584,5.062203759,1.431141535,3.891039992,0,3.638595199,5.530105086,5.845472488,0,4.701815171
MFAP1A,0,2.553679975,4.244004127,0,3.790949237,5.871584945,5.420805749,6.376943227,4.865938604,7.287408574,3.939649731,7.255293,5.309449069,0,6.101217236,5.35611211,5.420711447,6.463818604,5.297895714,6.35285914,0,0,0,4.089921812,5.977733271,5.876583248,1.724344676,0.453965265,0,5.141007637,6.093758753,0.195473592,6.144454314,1.610085818,7.038160689,4.202723312,4.291927657,0,1.451382576,0,7.828736927,5.56270035,0,0,0,2.494773999,0,3.889765557,0,0,0,6.534817997,0.431569476,1.385320587,6.962768788,0,7.457638612,0,0,0,4.459438176,3.483093443,1.751463721,3.632256581,0,0,0,1.264716569,0,0,7.004562065,0,1.0256667,0,0.364572432,5.363391881,2.100910388,7.506282982,0.81204635,2.759965391,0.770110162,1.841610891,1.93858691,6.057348457,7.203094438,0,4.591595648,2.358086758,0,0,6.747951262,2.537022662,3.841278768,0,4.743024795,5.361550816,6.855583633,0,0.202010167,5.03809812,0,0.082838815,0,0,0,0.43199729,2.507769274,0,0,6.520568397,0,0,0,1.289775458,0.529870909,0,0,0,6.15006204,0,0,4.259249886,6.646963292,0.285934808,0.364012054,0,0.337539842,2.835216697,0,4.79229836,0
SECISBP2L,0,7.547857735,0.061292338,0,0.951960729,4.332579052,0,4.876688832,2.413918977,1.903539655,4.050745464,6.704679721,2.779133624,0,2.864829951,0.274530045,0,2.408494489,3.723110721,0.155749233,3.101633269,6.572853297,0.306495572,0.505382849,4.985309151,2.429482065,1.695771158,0,2.36574852,0.301119353,1.846794159,1.221753372,3.193503677,0,0.081748651,2.709930221,3.928256609,6.50932372,0.531368983,1.37490037,8.785452795,0.331131922,2.899601027,7.912398377,0,5.699254557,0,6.092951601,0,0,0,9.49622944,0,1.701282893,0.955759159,0,0,4.412070162,2.297543608,5.358420879,2.260718224,5.501627034,1.709599436,4.897980948,0,4.759384899,1.417379976,0.0739573,1.811471031,0,0,5.281000841,0.081884967,2.980299551,2.97929371,4.80451827,6.344072162,3.179431429,4.631086816,5.026074104,0,5.480804739,3.01231837,0.900180912,0,0.448372395,5.604640696,1.824360542,2.715256424,5.255077682,3.795715007,0.271067049,0,0,5.186627327,5.643460837,0,0,3.32731371,1.284454908,0,0.081884967,0,6.804413723,6.115794853,0,0,1.984552895,0,3.41196851,1.023255352,1.217975141,1.096869034,0,1.691891445,0,0,0,4.110697317,0.360869904,0,0.885340078,0,3.402312882,1.969049157,2.029735566,6.104783239,4.181810204,0,4.227171154,1.49922085
KATNA1,0,0.23388806,1.029417547,0,0,1.233029057,7.196399508,7.411212673,5.759664523,0,0,0.442970028,6.744197432,0,0.271186602,0,0.196355243,4.883381325,3.464694403,0.95910243,0,6.578183968,0.556208672,5.096666669,0,0,0,0,1.882290891,4.155004382,6.716866093,6.562320282,0,0,0,3.656027218,4.396817103,0.803723007,0,5.418189948,0.432318067,0,3.188669941,0,0,0.881116409,0,7.554216619,0,0,0,4.660050104,5.665958345,0,5.919766725,0,7.795006471,0,7.768025487,5.776664635,5.99384416,3.267311062,0.391657754,0,3.416974819,4.609104847,0,7.134612164,0,7.312997278,5.356161421,0.181929438,6.609453581,8.590460926,3.161516886,7.726047819,5.723405656,6.732267843,7.385877065,4.908640004,0,3.433667223,0,3.826182365,5.636952271,7.139003843,0,7.466302461,0,0,1.646070469,0.2450088,8.530754727,2.896794961,3.352532557,6.427133465,1.087123344,0,8.204336382,6.519681852,1.238358878,7.492219334,0,0,3.228772524,0.898866172,0,7.684112502,0,4.418480077,0,6.721629675,0,6.312895658,6.991999075,4.147192712,0,2.877881643,5.887371733,0,0.545770726,0,7.265465027,0.51903861,5.599737328,6.445094326,0,4.482964417,5.747247743,7.664373326,0
TRPM7,5.141882337,6.63687254,7.002816141,0,1.603216843,0.096531743,0,1.844666853,3.739275663,0,6.637539246,0.279055216,3.972049271,0,0.418675713,1.409689628,3.144535889,0,6.08230874,0,4.440467233,0.261109529,1.128887252,6.046964634,0.137634672,2.867580222,8.014057305,0.641546029,7.397899629,5.43370394,1.94373383,0.146915848,0.717649008,2.538463668,0,7.871259037,3.379260521,4.853486723,4.99468833,6.723371523,0,3.162838419,6.46044279,0.572986653,2.924213928,6.057963572,0,4.247023648,1.682573297,0,0,6.764626146,0.398131432,6.121029911,0.213876043,0,7.180680974,0,3.360153546,2.933327133,0.206268125,3.211386062,0,8.06114218,5.820817182,0,7.342943136,5.433046234,0,0,0.05630606,0,0.273814245,2.615581087,0,5.732087359,0.056722242,6.435276878,0.798009028,2.78339379,1.188654118,0.134089481,0,0.376179232,0,5.107712974,7.0166356,0,6.809159738,0,6.955420918,2.548707875,3.843280409,3.843320615,4.562004245,5.105221297,0.638490942,0,0,0,0.273336847,5.74021251,0,0,4.007948951,0.107420059,0.185359135,0.624428477,1.588996402,0,3.912180386,0,0.327457434,0,2.379094132,0,0,3.741973863,6.101168901,0,0,6.400587453,5.141600365,0.147046143,5.79855086,0.573762296,2.442651611,2.089938756,0,0,5.922623647
BC013529,7.89373291,0,9.142331998,0,8.13092315,0,3.800247628,4.6484827,7.817611107,0,0,0,4.80472476,9.398858675,0,5.412730725,1.003890027,6.201800467,0,1.012068023,8.108812967,8.126251721,0,0,7.075823537,0.775261292,0,0,0,5.167972034,7.341501033,6.932701376,0,0,1.357157849,7.463553799,0,0,4.596237472,8.264822577,5.324677414,7.233899561,0.465086379,0.48769214,0,0,0,6.462039227,0,0,0,1.861875984,0,5.340238232,0,0,0,0,3.956289027,6.987664216,2.284040264,2.126609494,0,7.754909543,4.335733345,5.745541224,5.202633209,3.368516938,0.294782469,8.219312299,0,0,6.912894125,1.048166421,0,4.260507478,4.661658403,4.59044034,0,6.525788574,0,0,0,8.958451506,6.136581052,8.676405292,6.216530529,4.554502901,0,0,4.366944625,6.704214913,8.216278301,5.025485103,0,1.324522612,4.660586403,0,0,6.586517068,0,7.726901361,0,8.386906198,2.842616856,8.293787513,0,1.180720751,0,7.238535627,4.00193732,0,1.506348049,5.057840137,5.741674612,4.330536889,5.511142245,7.838421119,0,9.565719591,0,8.037729784,3.254276567,0,5.21672646,0,0,7.566739821,5.325864883,5.864134132,0.872080137
SNRNP200,2.163080032,5.890556131,0.940655398,0,0,0.156655489,0,7.332717778,4.476329838,4.214878603,1.299420514,0,6.613004101,0,2.830782647,6.4872548,0.599127326,1.294723664,5.180378636,4.614380048,3.648028196,0,6.212442884,7.009060468,0.529571108,7.344937653,0,0,0,7.448133655,0.216982489,0,6.399213827,2.790813734,0,7.191481718,0,0,2.597483501,6.225972814,4.677192495,0.796846903,7.809277449,0.925771607,3.989774816,3.925296883,0,5.057558579,5.576939286,8.784788267,0,0,6.98894026,0,0.496717988,0,4.607987145,0,7.742159179,2.919015845,1.784294578,8.308577943,0.961771479,0.092342769,0.534559685,0,5.618737873,7.236268735,2.941143881,0,0,0,3.61694576,0.980756519,3.508149721,2.639672083,0,0.497126915,6.732475439,5.007137182,0,1.147306699,1.853756176,1.736431698,0,0,0.515207819,0,0,3.248033813,0,3.04743369,2.831775925,0,3.823290804,0.057692867,0,0,0.377290365,0.240008965,3.806437489,0,0,3.3438768,0,2.338338835,6.394689049,3.011155678,0,4.02004876,9.856841313,0,7.666046429,1.231985295,1.189729694,4.172895496,0,1.851319292,7.539847417,7.748119035,0.554441505,5.184696854,0,0.52747075,2.009777122,5.486637153,0.253384236,5.499367566,4.934129592,2.729139425,0.450907702
BCL2L11,1.372840689,4.249331559,1.23051046,0,0,0,3.50535744,0.844224943,1.229895501,3.80458022,4.708065811,0,1.663845547,0,0.939226578,2.089599841,1.329582889,5.831003153,5.406233923,1.468426919,0,4.995841756,2.562718664,2.894313338,0,2.830600134,0.400210007,0,5.506363919,5.248026221,6.475840413,0,2.64519439,0.937871652,2.888246438,0.932136782,5.945682608,3.654114703,0.705491394,6.466416671,5.401470052,5.897734149,4.358178209,2.362385723,0,0.29372361,0,0,5.564033612,0,0.246955265,1.198996966,0,0.877351626,0.065434446,0,0,0,0,0,0,5.731938069,3.855909988,0,0.698307394,0,4.94269747,0,0,0.747859985,4.343059544,1.639463717,5.175584479,5.625548129,2.394267178,1.974492602,0.447843644,0,6.482906351,3.404194676,0,6.407031474,3.518283338,1.073271836,0.846152284,5.282873438,0,2.698151788,0,6.952787832,3.230971508,0.087734382,6.85859401,0,2.230141516,0,0,0,0,0,0,0.587268968,7.408454578,0,6.274498363,0.749319725,1.229464873,0,0,5.104957221,0,0.307078739,2.070148859,1.940016364,4.224325882,0,0,2.830011879,6.55795224,0,0,1.634546804,0,0,4.653530135,1.156137698,0,0.88424624,8.864764036,6.222903071,5.785903597
TMEM87B,0,1.245191393,0,0,0.277865757,2.836206928,5.270315886,2.489414485,0.676177124,0.28273632,2.180211527,0.629379936,0,0,5.915011709,3.118010805,1.100035721,4.565621545,7.041637251,0.676357687,1.047398789,2.989229854,2.694657366,4.532210967,2.909024206,0.376401527,5.157908744,2.914411444,0.400100683,4.686371659,0,0.430392334,5.635205877,0.481918878,0.427820684,1.801531183,5.898887933,0,0.939452275,4.273545728,5.287479683,0.404467197,3.031236378,0.81770511,0,7.713305399,0,2.847375612,0,0,0,2.339963989,0.121413331,2.788894479,0,0,0.733267559,2.732725058,0.259302621,5.840845888,0,4.485806773,0,5.181571708,1.819095896,8.64655619,3.668005629,0,4.284225388,2.259844931,3.630475368,0,1.178491568,0,4.666716832,2.119920527,6.103315088,0.700084549,5.841615922,5.995427986,5.53719044,0,0,2.393471117,5.859529817,2.986774976,2.051859299,0,0,0,0,0.752149128,0,5.385921056,5.872971545,5.588657676,0.503552276,0,7.32331512,5.546835825,0,3.298277065,0,0,1.57371383,0.181293413,2.105678078,5.010103977,2.333652715,4.575899214,3.156493699,0,0,3.488257913,5.360290524,0,0,0,4.80928581,4.779049553,0,4.205103132,3.161952159,0.215367972,4.634744267,0.165944088,4.238893835,5.524029188,0,0.90303827,1.075601085
PTPRA,0.369382725,0,0.676718744,0,0,0,7.379331576,4.896019912,1.022829402,6.76166425,6.626780787,0.772476899,3.546203035,0,5.952745906,3.303064702,4.617486566,4.342291612,5.004195742,2.816435871,2.19105724,2.891963497,3.155182533,4.193054159,5.415559255,3.577416743,1.086987522,0,7.264440724,4.366692896,3.528008633,0,4.021444193,0,7.515323743,7.782664107,3.370122422,1.107687869,0,0,5.188400925,2.956837281,1.043694461,1.631011127,0,4.132395878,0,6.523612136,0,0,0,1.665756583,5.878413917,1.19887128,3.133596404,0,3.347892388,5.921767164,2.14068051,1.190362011,3.079548784,5.008881249,0,0,5.257976116,0,3.820066607,2.630312271,0,3.189160371,0,7.667933981,1.565255958,4.746113872,0,6.368000011,1.467540342,0,0.452806263,6.839202528,3.438346087,8.634999042,1.819382068,0,0,1.135994463,0.876094513,0,5.297338174,1.380674044,4.229764788,4.009893544,0.64754477,0.525467563,0.263154625,5.661259347,1.077379741,0.329869872,0,0,2.198148368,4.915267523,0,0.179256247,3.00784134,1.340904032,2.360392372,1.964583463,0,0.468426919,2.555178088,4.892891268,0.337996464,3.926786991,0.086647913,0,0,0,3.903877027,0.506297265,2.747151049,0.15263774,1.688135588,9.940303612,2.021159883,1.762221232,0,2.199373961,2.029311525,1.820444496,0
A730017L22RIK,0.408603179,0.473215434,0.468218362,0,1.884441629,0.214622201,2.072688936,1.925885517,0.572404647,0.402176425,1.294429602,0.927896454,2.364796523,0,0.815739362,2.04851521,1.950393758,2.724999445,7.612906821,2.882193054,0.224534263,1.538836108,2.283744017,1.832201406,2.051685319,1.930396727,2.633617203,0,1.183518274,0.242572021,0.177981556,0.52656966,1.261711329,0,0.17951105,1.40740714,1.644917623,2.858498283,0.355918372,1.565938313,1.741013882,0,1.961475162,0.916400208,10.62627713,1.874560923,0,0.193708673,0.606252699,0,0,3.122606463,0.90681365,2.420078116,0.651958653,0,0,0.776103988,0,1.205580189,0.590242708,3.744806934,2.601268636,2.392317423,2.086749804,9.718373272,1.903809559,0.568129417,1.016211033,1.695860224,2.26774552,0,0.602076748,2.201978812,1.265136803,0.900876466,1.488926268,2.177248099,3.300855871,2.317043526,7.166401127,0.658919801,0,2.555987894,3.095519396,0.422448312,1.803392379,0,1.752277605,0,0,0.457751869,3.364726498,1.601696516,1.671655699,3.324853797,1.801903615,0,2.567277716,3.874442887,2.405093798,0.230203013,0,0.373509016,1.813853004,1.52371249,3.39311412,2.303196247,7.204527129,1.534609483,3.060272247,0,1.21238257,1.097610797,2.089396454,7.801586796,3.070234745,0,1.848958383,1.809908292,0,2.317969685,4.036731896,0,1.144633773,1.110830924,2.270499042,0,1.841651143,2.223051788,3.074454057
SVCT2,0.993275822,4.454103493,0,0,4.493269448,0.129217064,2.769856352,2.911327267,0,4.939447573,6.593222285,5.940582581,4.749748779,0,2.140222408,0.078746447,2.559369442,3.571385572,1.208579686,0.706817847,4.479515139,0,0,2.16655478,0.153935011,0,3.117794765,0.268673925,1.612588407,4.357840515,1.158401663,1.170181458,2.920541034,0.360532839,0,5.24847791,5.342103121,0,0,5.306900169,4.873099547,0.308593869,0.674008609,0.07121349,0,5.251495666,0,0,0.136716384,0,0,0.398678716,2.957636059,1.101246657,0,0,0,0,2.673081478,5.559311312,4.302976998,2.38758312,4.002495506,7.385481945,4.785832995,0,2.942739689,3.233320562,1.59488291,7.223466958,0,6.396431819,3.51148069,0,2.087394948,2.523888094,4.467109895,0,6.804030319,2.962678573,0,0,2.375373125,0,2.564183032,7.891605102,3.77985853,6.009438995,2.725632105,0,5.993065186,0.206393169,0,0,4.675544977,1.023752136,0.39297679,0,6.553266799,2.428088778,0,0,0,0,2.638305577,0.194087052,0.06997707,0,0.769263957,5.968938605,4.128862513,2.575917361,0,7.331466969,0,0,1.928351371,0,4.725752061,0,0,0.348345745,0.393086655,3.773057424,0.537942091,0,2.576933241,2.919950214,0.904272134,3.990582797,0.136453909
FUCA2,5.526466375,0,5.49103213,0,0,4.590596032,6.848665501,5.446454752,3.042031412,4.44687156,0,0,5.253614934,0,5.288089047,7.222384371,0,0,4.623738128,5.870924426,7.194386532,6.593039978,0,2.690171224,6.743893257,2.966282794,4.55993838,5.047499128,6.569791825,6.415432496,2.560323662,0,0,6.45195947,3.823942929,0,1.721635143,0.216361735,2.849999259,0,0,4.029391042,6.187403544,0,0,6.823173594,0,3.645148266,5.472786677,0,0,0,3.571446252,8.092536228,5.261515771,7.719967152,6.587666521,8.158200677,5.806336948,2.5601769,6.121434053,0.73760024,0,0.165558254,7.237543643,0,1.168962884,1.069564695,3.320138043,0,0,2.391932653,6.486262253,0,0.714487321,0,0,2.969086007,0,0,0.820648719,3.736907885,1.126708602,0,0,0,2.040717123,4.036881321,2.648925559,0,5.355499103,0,6.232290443,0,0,4.811296335,7.117631674,0,1.350836665,4.126336913,5.734945309,5.307432168,0,0,3.293650049,0,0.390337512,0.55198351,1.098419558,4.779464604,0,5.024944605,4.802244926,6.698837993,0,0,0,2.904079412,6.250703926,4.737702984,0,0.577247536,0,0,0,0,0,3.865938604,0,2.069908349,1.668573016
VTA1,1.465661085,6.143579132,6.402000717,0,9.776549332,9.265159313,6.604695546,6.857859107,7.98486786,0.282617721,0,0,0,0,0,0,7.498072115,0,0,0,6.01222226,0.322966462,9.641172266,6.436746516,1.386314331,0,0,1.639093213,0,7.32264746,0,0,6.266831507,3.662034554,3.872346139,0.38084025,0,0,2.527871054,0,8.31980803,0,1.239764627,5.366532046,0,5.307898417,0,7.303063788,0,0,0,0,1.799211671,0,5.752012608,0,7.795941587,0,6.521493657,0,3.816568989,5.783694988,0.547252389,6.492665586,2.085526634,0,0,3.389635641,6.036683549,6.509713258,0.314290484,5.865807491,0,1.635754391,0.959918497,5.27788435,1.365412592,9.174118496,0,2.734958853,1.154518402,0,8.772143321,4.171687219,0.745624581,7.658679925,0,0,0,0,8.349343602,10.04588809,0,0,2.955796349,1.776356701,9.116072813,0,0,4.901793698,0.805209896,0,7.456716635,8.778539441,7.209292516,0.597030524,0,8.486957671,0,2.505433665,2.221536856,0,1.071144827,0,0,4.565591083,0,5.14208663,1.201947456,8.377302513,0,7.739064315,9.824512661,5.390801797,8.334566935,6.189338308,8.485766931,4.796099328,2.474410084,5.795543587,0
AK204443,5.211759833,6.146795722,8.286768895,0,5.546051742,7.49228584,9.276422454,5.123910322,8.642619992,4.943264981,0,0,8.493962697,0,2.308885057,6.503674704,0,2.446944324,0,0,2.49934843,6.348204086,5.532083141,6.639538964,0.721503907,0,0,0,6.577045065,7.344310113,4.288513603,9.986347076,0,6.791168099,8.223667741,7.421828364,3.335883377,0,0,10.93550041,0,2.814899007,7.634298485,8.488802983,5.122337266,0,0,6.409961112,0.859094923,11.02047407,0,0,0.651775011,8.098031556,0,9.032212172,4.132552167,7.357778947,5.035575526,6.180436324,0,0,0,0,2.030547964,0,5.124084081,0,7.474479849,0,0,7.16967351,0,2.442173853,6.309952853,0,0,7.848975278,7.592375556,0,0,0,0,0,1.061707085,0,0,4.606430383,4.32254832,0,8.173308859,6.297398707,1.740452698,4.209983556,8.108782655,0,0,10.99938391,0,2.978397007,1.211572959,0,8.131011155,0,0,1.609187605,8.890222014,0,0,8.417647486,0,1.358677571,0,9.472130709,0,0,0,0,0,6.804418886,0,7.346386965,8.732665031,0,3.038401062,0.821955065,0,0,0,3.172087423,0
DLGAP4,0.122738972,7.414551635,3.742426666,0,0,1.389346536,0,4.544281357,0,0.121148056,0,0,1.570414355,0,2.771843332,6.464413421,0,3.82321946,3.752438186,0,4.476025182,1.548732532,3.157237782,0,0.175045486,4.492609511,0,0,4.771066833,5.246780495,0,3.513440212,2.943846331,0,5.75320605,0,0,5.547304837,0,1.281075049,0,5.375835301,3.484576417,0.148999163,0,1.111432005,0,0,0,0,0,0,1.712419697,6.013229981,0,0,0,0,4.031051068,6.275977336,0,3.379759569,1.929980315,5.004901336,2.314522522,0,4.985104181,2.742954757,3.989911024,0,0.069839625,2.599912842,2.589140262,5.684521418,4.547875468,0.304160547,0.134615244,3.278059111,5.816143993,5.158563238,3.640528385,7.594725442,2.215088353,3.423416817,4.611414383,0.663116867,0,7.252651242,0.683022665,0,4.725610294,5.12125583,6.28912622,0,1.500751074,2.107420059,6.557639839,0,0.778545026,5.322937628,4.556086022,0.275841423,0,0,5.102964609,6.44244427,0,0.40152125,1.361319202,5.197307135,0,2.313332933,2.181134363,5.869032386,0.379953597,0,0,0,1.732833575,6.496861765,0,4.126014705,2.600602791,3.299654956,3.89490505,5.373773476,4.903018983,4.028533792,0,3.286348908,3.41615065
