pathway	pval	padj	log2err	ES	NES	size	leadingEdge
"CELLULAR RESPONSE TO NUTRIENT%GOBP%GO:0031670"	0.749152542372881	0.845349790557965	0.0513223330421143	0.374496536855177	0.78577803896898	15	POSTN SFRP1 VDR CYP24A1
"CELLULAR RESPONSE TO ORGANIC CYCLIC COMPOUND%GOBP%GO:0071407"	0.0302012229951882	0.0750933509744699	0.352487857583619	0.433186499988248	1.34499590614844	222	PMEPA1 TGFB1I1 COLEC12 IGFBP5 PKD2 BMP4 NR4A3 AQP1 ADCY2 PDE2A ABL1 PPAP2A ATP1A2 NEDD4 ABHD2 CYP1B1 GNG2 SMO CAV1 ADCY6 PPARGC1A PDGFB SFRP1 SRC EGR1 ADCY1 RYR3 ROCK2 RORA SSH1 HCN4 GRIP1 HRH1 LRP6 CTNNB1 GABRB2 VDR RAMP3 CASQ2 RAPGEF2 DICER1 ZNF703 SMAD3 APLP1 KLF9 MED1 GNAI1
"CELLULAR RESPONSE TO ORGANONITROGEN COMPOUND%GOBP%GO:0071417"	0.000849258521733645	0.00391856168488994	0.477270815362862	0.470957245698654	1.46815783199826	270	LRP1 AGTR1 IGFBP5 SLIT2 PKD2 RAB31 ENPP1 SH3BP4 CD36 NR4A3 AQP1 GHR ADCY2 PDE2A ABL1 ADIPOQ NR4A1 SORBS1 GNG11 BCAR1 GNG2 IRS1 LPL IGF2 CAV1 ITGB1 APP GNB3 ADCY6 IRS2 SFRP1 SRC EGR1 GNG4 SHC1 ADCY1 RYR3 CAV2 CDH13 PXN CAPN2 SSH1 HCN4 HRH1 PDK4 CTNNB1 GABRB2 APC ABCA1 ADCY9 ATP6V0A1 PDE3B ADCY8 FOXO1 CASQ2 RAPGEF2 PRKAR1A
"CELLULAR RESPONSE TO OXIDATIVE STRESS%GOBP%GO:0034599"	0.68936678614098	0.797886862082884	0.0391155247681459	0.300809527543274	0.895429576420153	137	PDGFRA PKD2 GPX8 AQP1 ABL1 TPM1 CYP1B1 RHOB DAPK1 PPARGC1A PLA2R1 PRKD1 FOS PXN MAPK9 IL6 FOXO1 ETV5 JUN PRODH NOX5 CHD6 GPX7 SETX PAX2 MAPK7 PLEKHA1 ARNTL DPEP1
"CELLULAR RESPONSE TO OXYGEN LEVELS%GOBP%GO:0071453"	0.00011756743878346	0.000741223704959114	0.538434096309916	-0.454123423939114	-1.66644369742716	129	PSMB9 PSME2 PSME1 PSMB8 PSMB10 PSMA6 PSMA5 PMAIP1 PSMB4 PSMD4 PSMC2 PSMA3 PSMB1 PSMB3 PSMA2 SUV39H1 PSMA4 PSMB6 PSMC6 RBX1 PSMD7 PSMD14 PSMD9 PSMD11 PSMC3 PSMB2 UBE2D3 STOX1 PSMA7 PDK1 UBA52 PSMD13 BAD TCEB2
"CELLULAR RESPONSE TO OXYGEN-CONTAINING COMPOUND%GOBP%GO:1901701"	7.20886688060614e-05	0.000488717368973193	0.538434096309916	0.462471245992449	1.47184062031394	446	LRP1 COLEC12 AGTR1 SERPINE1 IGFBP5 PTPRN PDGFRA SLIT2 PKD2 RAB31 ENPP1 ANKRD1 SH3BP4 CD36 NR4A3 CDK5R1 AQP1 GHR ADCY2 PDE2A ABL1 TBX1 PTGFR ADIPOQ NR4A1 RAB11FIP5 SORBS1 TPM1 GNG11 POSTN BCAR1 PID1 SOX4 FZD7 PTK7 CYP1B1 GNG2 IRS1 RHOB SMO CDK6 IGF2 CAV1 DAPK1 WNT11 APP CALCRL GNB3 ADCY6 RAB11FIP2 ABL2 TNFSF4 KCNB1 EPHA3 PDGFB IRS2 DAB2IP WNT5A SFRP1 SRC EGR1 PRKD1 WNT9A GNG4 FOS SHC1 ADCY1 RYR3 PTGER2 CAV2 ROCK2 PXN CAPN2 RORA NR1D1 SSH1 HCN4 LRP6 WNT2 PDK4 CTNNB1 APC VDR GNA11 WNT7B MAPK9 IL6 ADCY9 ATP6V0A1 PDE3B FZD10 RAMP3 AXL ADCY8 FOXO1 RAPGEF2 PRKAR1A ADAM9 JUN WNT3 ZNF703 STAT5B GNAQ PIK3R1 APLP1 UBR1 KLF9 CPEB4 GAB1 GNAI1 SETX PAX2 PTK2 PDE3A MAPK7 PLEKHA1 RAPGEF1 DPEP1
"CELLULAR RESPONSE TO PEPTIDE HORMONE STIMULUS%GOBP%GO:0071375"	0.0376028202115159	0.0886031557968317	0.252961123069611	0.454062501694087	1.36012082622664	145	AGTR1 RAB31 ENPP1 NR4A3 GHR ADCY2 ADIPOQ NR4A1 SORBS1 GNG11 BCAR1 GNG2 IRS1 IGF2 CAV1 GNB3 ADCY6 IRS2 SRC GNG4 SHC1 ADCY1 CAV2 PXN PDK4 APC ADCY9 ATP6V0A1 PDE3B ADCY8 FOXO1 PRKAR1A STAT5B PIK3R1 GAB1 PTK2 PIK3C2A PCSK9 PRKAR2B IGF1R PDPK1 ZFP36L1 INHBB GNG7 PRKACB BAIAP2 CRHR1 GNG12 ADCY5
"CELLULAR RESPONSE TO PEPTIDE%GOBP%GO:1901653"	0.0124387085021167	0.0370868113732133	0.380730400722792	0.46422515538505	1.41211439045101	164	LRP1 AGTR1 RAB31 ENPP1 CD36 NR4A3 GHR ADCY2 ADIPOQ NR4A1 SORBS1 GNG11 BCAR1 GNG2 IRS1 IGF2 CAV1 APP GNB3 ADCY6 IRS2 SRC GNG4 SHC1 ADCY1 CAV2 PXN PDK4 APC ADCY9 ATP6V0A1 PDE3B ADCY8 FOXO1 PRKAR1A
"CELLULAR RESPONSE TO RADIATION%GOBP%GO:0071478"	0.806122448979592	0.886996737960053	0.105520936843198	-0.244364253562595	-0.881061663903984	103	PCNA AURKB IFI16 BAK1 FMR1 RAD51AP1 HIST3H2A CNGA1 XRCC6 CHEK1 RAD51 USP28 RAD9A
"CELLULAR RESPONSE TO REACTIVE OXYGEN SPECIES%GOBP%GO:0034614"	0.270748299319728	0.404624424027037	0.0916795246008379	0.422035393247343	1.1433109345173	62	PDGFRA PKD2 AQP1 ABL1 TPM1 CYP1B1 RHOB FOS PXN MAPK9 IL6 FOXO1 JUN SETX PAX2 MAPK7 PLEKHA1 DPEP1
"CELLULAR RESPONSE TO RETINOIC ACID%GOBP%GO:0071300"	0.0115498726408335	0.0347443999957547	0.380730400722792	0.647761592806026	1.60454417441144	33	AQP1 TBX1 FZD7 PTK7 WNT11 ABL2 EPHA3 WNT5A WNT9A WNT2 WNT7B FZD10 WNT3 SETX PAX2 RARA SOX9 ADNP2
"CELLULAR RESPONSE TO STARVATION%GOBP%GO:0009267"	0.194174757281553	0.314851454776914	0.224966093540314	-0.317405634537165	-1.12478678897594	93	DAPL1 PMAIP1 IFI16 NPRL2 KIAA1324 EIF2AK2 SEH1L RRP8 XBP1 GABARAPL2 RRAGD USP33 C12orf66 RRAGA BHLHA15 EIF2S1 ASNS MARS ATG5 LAMP2
"CELLULAR RESPONSE TO STEROID HORMONE STIMULUS%GOBP%GO:0071383"	0.0112303909236083	0.0339825272523337	0.380730400722792	0.547680038128602	1.52697617579505	74	PMEPA1 TGFB1I1 BMP4 AQP1 PPAP2A ATP1A2 NEDD4 ABHD2 PPARGC1A SRC GRIP1 CTNNB1
"CELLULAR RESPONSE TO TOPOLOGICALLY INCORRECT PROTEIN%GOBP%GO:0035967"	0.817412333736397	0.894829372170475	0.031636972118622	0.277755453124915	0.821092872176567	119	CREB3L1 FKBP14 KDELR3 EXTL3 EXTL1 DAB2IP SHC1 WFS1 EXTL2 UGGT2 SEC31A DNAJC3 ARFGAP1 SERP2
"CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS%GOBP%GO:0071560"	3.78954401822053e-05	0.000277431382332493	0.557332238758646	0.627632293026885	1.81676217651303	99	COL1A2 COL3A1 TGFB3 CLEC3B TGFBR2 ANKRD1 CDH5 CLDN5 PDE2A LTBP2 SKI GDF10 FMOD ACVRL1 ITGB1 FERMT2 PDGFB WNT5A WNT4 SFRP1 SRC TGFBR1 ITGB5 FOS PXN WNT7A KLF10 LEFTY2 SOX6 WNT2 SMAD7 TGFB2 SMAD5 ARHGEF18 ADAM9 JUN WNT10A ZYX LEFTY1 ID1 SMAD3 PTK2 PDE3A MAPK7
"CELLULAR RESPONSE TO TUMOR NECROSIS FACTOR%GOBP%GO:0071356"	8.5649012483817e-06	7.26530135647849e-05	0.593325476396405	-0.46792185103189	-1.78114921980198	156	PSMB9 PSME2 PSME1 PSMB8 PSMB10 LTA PSMA6 PSMA5 AIM2 STAT1 PSMB4 PSMD4 XCL2 CCL5 CCL8 CHI3L1 TNFRSF14 JAK2 PSMC2 PSMA3 CIB1 RELA TNFSF13 NFKBIA PSMB1 PSMB3 KARS PSMA2 TNFSF13B CD40 PSMA4 PSMB6 CD27 PSMC6 PSMD7 PSMD14 TNFRSF17 PSMD9 PSMD11 IKBKB GBA BIRC3 CCL20 PSMC3 PSMB2 XCL1 LTB TXNDC17 PSMA7 UBA52 PSMD13 HYAL3 COMMD7 ARHGEF2
"CELLULAR RESPONSE TO TYPE I INTERFERON%GOBP%GO:0071357"	1e-10	2.29863959830131e-09		-0.818298840287124	-2.61516500079006	50	PSMB8 IRF1 HLA-F IFI35 HLA-A IRF9 HLA-B HLA-E HLA-C STAT1 ISG15 IFIT1 IFIT3 IFIT2 OASL OAS1 IRF7 ISG20 IRF2 IFI6 XAF1 OAS2 MX1 OAS3 SP100 GBP2 HLA-G ADAR SAMHD1 IFITM1 RSAD2 IRF4
"CELLULAR RESPONSE TO UNFOLDED PROTEIN%GOBP%GO:0034620"	0.638509316770186	0.756773629021847	0.0444181153081573	0.314043369486711	0.908487002258857	102	CREB3L1 FKBP14 KDELR3 EXTL3 EXTL1 DAB2IP SHC1 WFS1 EXTL2 UGGT2 SEC31A DNAJC3 ARFGAP1 SERP2
"CELLULAR RESPONSE TO UV%GOBP%GO:0034644"	0.796423658872077	0.881251879545386	0.0389556479965885	0.293314483473778	0.789897195101897	60	MFAP4 AQP1 MME NEDD4 MC1R TP63 CDKN1A USP47
"CELLULAR RESPONSE TO VASCULAR ENDOTHELIAL GROWTH FACTOR STIMULUS%GOBP%GO:0035924"	4.38520514747457e-05	0.000316079674393813	0.557332238758646	0.81848741122045	1.8907872350109	24	PDGFRB PDGFRA EGR3 NR4A1 KDR FLT4 GAS1 DAB2IP PRKD1 FLT1 RAMP2 DLL4 NOTCH1 NRP1
"CELLULAR RESPONSE TO VIRUS%GOBP%GO:0098586"	0.00386868758410125	0.0139327050397246	0.431707695803346	-0.724155967072122	-1.74178017285092	16	IFIH1 LGALS9 DDX58 IRF7 FMR1
"CELLULAR RESPONSE TO XENOBIOTIC STIMULUS%GOBP%GO:0071466"	0.564753004005341	0.693210336416027	0.053347785067549	0.336077505785394	0.923689240035944	68	AOC3 CYP26B1 CYP26A1 CYP2W1 FMO1 CYP1B1 ARNT2 CES1 RORA
"CELLULAR RESPONSES TO EXTERNAL STIMULI%REACTOME%R-HSA-8953897.2"	1e-10	2.29863959830131e-09		-0.430428685112488	-1.80226204919805	413	PSMB9 PSME2 PSME1 PSMB8 PSMB10 PSMA6 PSMA5 ATG3 PSMB4 PSMD4 H2AFZ NUP85 DCTN3 CYBA DNAJA1 NUP88 NUP37 PRDX1 CHMP4A E2F2 CCNA2 PSMC2 PSMA3 CDKN2A RELA NCF1 SOD1 WDR45 PSMB1 PSMB3 UBE2E1 NUDT2 RBBP7 PSMA2 MOV10 NUP35 H2AFX PSMA4 BAG1 PSMB6 ANAPC11 PSMC6 MTMR14 CCNE1 RBX1 CDK4 PSMD7 UBE2C HIST1H2BJ PSMD14 TINF2 GSTP1 TXN GPX1 PSMD9 SOD2 RPA2 PSMD11 CCS SHFM1 ANAPC10 PTGES3 HMGA1 HIST2H4A E2F1 PSMC3 DYNC1LI1 GABARAPL2 TFDP2 PSMB2 UBE2D3 CDKN2C ATOX1 HIST1H2AC RRAGD CDK2 MAPKAPK5 CDKN1B CAPZA1 MT1A DNAJA2 PSMA7 EED RRAGA CBX8 GPX3 ANAPC7 UBA52 PSMD13 HIST1H2BD NCF4 TCEB2 RPA3 HIST2H2BE HSBP1 HIST2H2AA3 HSPA14 RBBP4 PSMD6 NUP210 VCP H1F0 TXNRD1 H2AFJ HIST2H3C PRDX3 NUP107 PSMA1 RHEB PSMB5 ATG5 HIST1H2BC PSMD10 CYBB LMNB1 HIST1H2BO PSMC1 TCEB1 DYNLL1 CCNE2 HIST1H4H HIST1H1C RPS6KA1 HIST1H2BK EZH2 POT1 PSMB7 STIP1 NFKB1 HSPA4L RPS19BP1 UVRAG PRDX6 H3F3A PSMF1 ANAPC5 PRKAG1 NUP155 CUL2 GABARAP PRKAG2 CHMP4C UBE2D2
"CELLULAR RESPONSES TO STRESS%REACTOME DATABASE ID RELEASE 61%2262752"	1.21509080734488e-10	2.72307686606722e-09	0.826657301178302	-0.440426857031811	-1.80666664957493	351	PSMB9 PSME2 PSME1 PSMB8 PSMB10 PSMA6 PSMA5 PSMB4 PSMD4 H2AFZ NUP85 DCTN3 CYBA DNAJA1 NUP88 NUP37 PRDX1 E2F2 CCNA2 PSMC2 PSMA3 CDKN2A RELA NCF1 SOD1 PSMB1 PSMB3 UBE2E1 NUDT2 RBBP7 PSMA2 MOV10 NUP35 H2AFX PSMA4 BAG1 PSMB6 ANAPC11 PSMC6 CCNE1 RBX1 CDK4 PSMD7 UBE2C HIST1H2BJ PSMD14 TINF2 GSTP1 TXN GPX1 PSMD9 SOD2 RPA2 PSMD11 CCS SHFM1 ANAPC10 PTGES3 HMGA1 HIST2H4A E2F1 PSMC3 DYNC1LI1 TFDP2 PSMB2 UBE2D3 CDKN2C ATOX1 HIST1H2AC CDK2 MAPKAPK5 CDKN1B CAPZA1 DNAJA2 PSMA7 EED CBX8 GPX3 ANAPC7 UBA52 PSMD13 HIST1H2BD NCF4 TCEB2 RPA3 HIST2H2BE HSBP1 HIST2H2AA3 HSPA14 RBBP4 PSMD6 NUP210 VCP H1F0 TXNRD1 H2AFJ HIST2H3C PRDX3 NUP107 PSMA1 PSMB5 HIST1H2BC PSMD10 CYBB LMNB1 HIST1H2BO PSMC1 TCEB1 DYNLL1 CCNE2 HIST1H4H HIST1H1C RPS6KA1 HIST1H2BK EZH2 POT1 PSMB7 STIP1 NFKB1 HSPA4L RPS19BP1 PRDX6 H3F3A PSMF1 ANAPC5
"CELLULAR ROLES OF ANTHRAX TOXIN%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CELLULAR ROLES OF ANTHRAX TOXIN"	0.0108974337833406	0.0332099941663325	0.380730400722792	0.735254863982735	1.62901227927815	20	ANTXR1 ANTXR2 VCAM1
"CELLULAR SENESCENCE%GOBP%GO:0090398"	0.765042979942693	0.857436246574777	0.0756946307932749	-0.304175799223685	-0.820069632578288	25	CDKN2A NSMCE2 HMGA1 MAPKAPK5 ULK3 PRKCD CALR
"CELLULAR SENESCENCE%REACTOME%R-HSA-2559583.1"	0.0591587805960105	0.126290707994478	0.321775918075361	-0.321524683034353	-1.22669186702473	155	H2AFZ E2F2 CCNA2 CDKN2A RELA UBE2E1 RBBP7 MOV10 H2AFX ANAPC11 CCNE1 CDK4 UBE2C HIST1H2BJ TINF2 TXN ANAPC10 HMGA1 HIST2H4A E2F1 TFDP2 CDKN2C HIST1H2AC CDK2 MAPKAPK5 CDKN1B EED CBX8 ANAPC7 UBA52 HIST1H2BD HIST2H2BE HIST2H2AA3 RBBP4 H1F0 H2AFJ HIST2H3C HIST1H2BC LMNB1 HIST1H2BO CCNE2 HIST1H4H HIST1H1C RPS6KA1 HIST1H2BK EZH2 POT1 NFKB1 H3F3A ANAPC5
"CELLULAR TRANSITION METAL ION HOMEOSTASIS%GOBP%GO:0046916"	0.952574525745258	0.980467803073538	0.0297064584935533	0.248540648364383	0.677830434311657	66	HEPH PRND APP SLC39A13 SLC22A17 BMP6
"CENP-A CONTAINING CHROMATIN ORGANIZATION%GOBP%GO:0061641"	0.000161135712334865	0.000979796772159395	0.518848077743792	-0.695647152680742	-1.95064926391428	30	CENPM STRA13 RUVBL1 CENPW CENPN RBBP7 CENPL CENPQ ITGB3BP OIP5 HIST2H4A CENPH APITD1 CENPK CENPI CENPA RBBP4
"CENP-A CONTAINING NUCLEOSOME ASSEMBLY%GOBP%GO:0034080"	0.000161135712334865	0.000979796772159395	0.518848077743792	-0.695647152680742	-1.95064926391428	30	CENPM STRA13 RUVBL1 CENPW CENPN RBBP7 CENPL CENPQ ITGB3BP OIP5 HIST2H4A CENPH APITD1 CENPK CENPI CENPA RBBP4
"CENTRAL NERVOUS SYSTEM DEVELOPMENT%GOBP%GO:0007417"	1e-10	2.29863959830131e-09		0.613525535054464	1.9261081103887	311	LAMB1 COL3A1 FZD1 VCAN LRP1 DLC1 INHBA SPOCK1 SLIT2 PKD2 BMP4 SLIT3 BMP2 COL4A1 EGR2 CHRD TGFBR2 CDK5R1 DCLK1 SHROOM4 AQP1 NPTX1 TBX1 PRDM8 NOG CNTNAP1 PCDH18 FAT4 ROBO2 WNT2B RTN4 SOX4 APOD SIX3 SEMA5A BASP1 SKI FGF9 ENG SMO CDK6 DLL1 SOX11 ADAM23 NLGN4X NTRK2 NES SMARCA1 APP GLI2 LHX1 ARNT2 HAPLN4 DAB2IP WNT5A NRCAM ADAM22 SRC FYN RCAN1 PKD1 LHX6 SEC16A WNT7A MAPT PDGFC RORA DLL4 SLIT1 LRP6 EPHB2 NPAS2 WNT2 CTNNB1 SCN5A CNTN4 WNT7B NDRG4 ZNF488 AFF2 ACTB RAPGEF2 VAX2 SLC6A17 EPHA4 HPCAL4 KNDC1 LOXL3 WNT3 NPY PITX2 ROBO1 EPHB3 NPAS1 LIG4 SHROOM2 SEMA3A KIRREL3 NNAT PAFAH1B1 HES1
"CENTRAL NERVOUS SYSTEM NEURON DEVELOPMENT%GOBP%GO:0021954"	0.00466517272222285	0.016353597274896	0.407017918923954	0.725301881500577	1.66324519177071	23	SLIT2 SLIT3 ROBO2 NTRK2 GLI2 WNT5A LHX6 SLIT1 RAPGEF2 EPHA4 NPY ROBO1 PAFAH1B1
"CENTRAL NERVOUS SYSTEM NEURON DIFFERENTIATION%GOBP%GO:0021953"	1.82316050649791e-05	0.000144389810483754	0.575610261071129	0.746551851531278	1.91991777125052	45	FZD1 INHBA SPOCK1 SLIT2 SLIT3 ROBO2 SOX4 NTRK2 GLI2 LHX1 WNT5A LHX6 DLL4 SLIT1 LRP6 WNT2 CTNNB1 RAPGEF2 EPHA4 KNDC1 WNT3 NPY ROBO1 PAFAH1B1 LEF1
"CENTRIOLE ASSEMBLY%GOBP%GO:0098534"	0.118556701030928	0.21715712311576	0.208955027549354	-0.531482562515039	-1.3193377698718	19	CETN2 PLK4 CDK2 OFD1 CEP152 CCDC67 WDR62 E2F4 NUP62 SASS6
"CENTRIOLE REPLICATION%GOBP%GO:0007099"	0.160194174757282	0.272568206473898	0.172324344900946	-0.543356408729679	-1.2908151065632	15	CETN2 PLK4 CDK2 OFD1 CEP152 CCDC67 WDR62 SASS6
"CENTROMERE COMPLEX ASSEMBLY%GOBP%GO:0034508"	4.36280215765576e-05	0.000314907182462579	0.557332238758646	-0.680054474507376	-2.0001662910555	36	CENPM STRA13 RUVBL1 CENPW CENPN RBBP7 CENPL CENPQ ITGB3BP HELLS OIP5 HIST2H4A CENPH CENPE APITD1 CENPK CENPI CENPA RBBP4 HIST1H4H MIS12 HJURP
"CENTROSOME CYCLE%GOBP%GO:0007098"	0.197628458498024	0.319140732854581	0.199915231309662	-0.339755772111619	-1.1594093358547	69	UXT KIAA0101 HAUS1 PLK1 HAUS4 NEK2 STIL CDK1 SGOL1 HAUS8 CETN2 PLK4 HAUS6 CDK2 USP33
"CENTROSOME DUPLICATION%GOBP%GO:0051298"	0.776627218934911	0.866163421686061	0.0434506826723125	0.325013855058589	0.787148638635049	30	PKD2 ARHGEF10 ROCK2 TUBGCP6 BRSK1 CDK5RAP2 CEP63
"CENTROSOME MATURATION%REACTOME%R-HSA-380287.1"	0.0381411575249721	0.0895837164385157	0.321775918075361	-0.407659521403359	-1.38167024296667	68	DCTN3 CEP70 HAUS1 PLK1 HAUS4 NEK2 CDK1 HAUS8 CETN2 PLK4 CEP76 HAUS6 SFI1
"CERAMIDE BIOSYNTHETIC PROCESS%GOBP%GO:0046513"	0.650082918739635	0.766772130308391	0.0568864160475701	0.396622115578624	0.860597553263039	18	CLN8 ST8SIA2 SMPD1 SAMD8 ST6GALNAC6 SPTLC1
"CERAMIDE METABOLIC PROCESS%GOBP%GO:0006672"	0.318471337579618	0.456910130185025	0.137250779610133	-0.365643697254221	-1.09309520468924	38	ALDH5A1 CLN3 ORMDL1 ORMDL2 ALOXE3 GBA GLA CLN6 NAGA NEU1 ST6GALNAC1
"CERAMIDE SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CERAMIDE SIGNALING PATHWAY"	0.72168284789644	0.822856337570436	0.0852884689790502	-0.279273608992419	-0.860153132020519	43	CASP8 RELA NFKBIA EIF2AK2 PRKRA AIFM1 BIRC3 BAD PRKCD TRADD BAX NFKB1
"CEREBELLUM DEVELOPMENT%GOBP%GO:0021549"	0.076271186440678	0.154043183318992	0.211400189384923	0.660462815928994	1.39699631485732	16	DLL1 NLGN4X GLI2 LHX1 LRP6 SCN5A KNDC1
"CEREBRAL CORTEX DEVELOPMENT%GOBP%GO:0021987"	0.00235376009041141	0.00929192060307028	0.431707695803346	0.69340508835518	1.71657935804299	34	LAMB1 COL3A1 SLIT2 FAT4 RTN4 NTRK2 DAB2IP LHX6 LRP6 NPY ROBO1 PAFAH1B1 CCDC85C
"CGMP BIOSYNTHETIC PROCESS%GOBP%GO:0006182"	0.0298145867007923	0.0743120247442768	0.352487857583619	0.714106832119178	1.52821409934557	17	AQP1 ADCY2 ADCY6 GUCY1A2 ADCY1 HTR2B ADCY9 ADCY8 GUCY1A3
"CGMP EFFECTS%REACTOME DATABASE ID RELEASE 61%418457"	0.0508474576271187	0.111612126835917	0.261663521711573	0.685761127935956	1.46755328104738	17	MRVI1 PDE2A PDE10A PDE5A PDE1B PDE3B PDE9A PDE3A ITPR1 KCNMB1
"CGMP METABOLIC PROCESS%GOBP%GO:0046068"	0.00509524388100689	0.0175377542570941	0.407017918923954	0.744341134654236	1.66531898793809	21	AQP1 ADCY2 PDE2A ADCY6 PDE5A GUCY1A2 ADCY1 PDE1B HTR2B ADCY9 ADCY8 GUCY1A3 PDE9A
"CHAPERONE-MEDIATED PROTEIN FOLDING%GOBP%GO:0061077"	0.355810616929699	0.496370670596905	0.0795564677235957	0.411150713891053	1.07196786676968	50	FKBP14 FKBP7 FKBP10 FKBP9 DNAJB2
"CHAPERONIN-MEDIATED PROTEIN FOLDING%REACTOME%R-HSA-390466.3"	0.919736842105263	0.96198859005705	0.0299906706583812	0.257971718132057	0.722005606438211	79	GNG11 TUBB2A FKBP9 GNG2 TUBA1A SPHK1 GNB3 TUBB2B GNG4 TUBB3 TUBB6 ACTB GNAO1 GNAZ RGS11 GNAI1 FBXW2
"CHEMICAL SYNAPTIC TRANSMISSION%GOBP%GO:0007268"	0.0368715083798883	0.0876039726877716	0.248911114434702	0.423575816081477	1.30984551318115	205	PMP22 GPR176 GPR1 DLG2 SYTL2 PDE7B NPTX1 SYT8 SLC12A4 GRIK2 SLC6A1 GAD1 DLG4 PCDHB3 CASK PCDHB6 STX2 CACNB2 PCDHB4 PCDHB12 PIP5K1C C2CD4C SYTL4 PCDHB11 SNPH PCDHB14 NOVA1 KCNK3 LRP6 MPP2 GABRB2 BSN SEPT5 SYT7 DNAJC5 HOMER1 RIMS3 NPY SYTL5 CACNB3 SYT1 PAFAH1B1 PNOC SCN2B DTNA GRM4 AMPH NLGN3 COLQ OPRK1 KCNIP2 CACNB1 MEF2C SYT15 APBA1 SYNJ1
"CHEMOKINE RECEPTORS BIND CHEMOKINES%REACTOME DATABASE ID RELEASE 61%380108"	0.00265546046103066	0.0103006977218514	0.431707695803346	-0.616374973121261	-1.76791445211482	33	CXCL10 CXCL11 XCL2 CXCL9 CCL5 CXCR3 CXCR6 CXCL13 CCR5 CCL28 CCL20 CXCL16 XCL1 CCR2
"CHEMOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0070098"	0.03692541570601	0.0876914546058506	0.321775918075361	-0.481220614301535	-1.42619363349089	37	CXCL10 CXCL11 XCL2 CXCL9 CCL5 CCL8 CIB1 CXCL13 CCL20 XCL1 CCR2
CHEMOTAXIS%GOBP%GO:0006935	5.12711972263596e-06	4.52102721934154e-05	0.610526878385931	0.527072043637561	1.65267879923383	290	PDGFRB AGTR1 SPON2 SEMA7A PDGFRA SLIT2 DOK6 FEZ1 SLIT3 GPC1 FGF7 CXCL12 CCL14 CXCL14 SEMA3C SCG2 ANGPT1 SEMA3D CDK5R1 SEMA6A NGFR EGR3 PLAU PDLIM7 KIRREL KRAS EFNA2 HGF CH25H NR4A1 ROBO2 PLCG1 S1PR1 BCAR1 EPHA2 SEMA5A LPAR1 KIT ENAH PLXNA4 NRP2 PLXNA1 CYP7B1 SPTBN1 APP SEMA3G GLI2 LHX1 PDGFB IRS2 WNT5A SRC PIP5K1C FYN CCL21 EFNB3 FLT1 SHC1 FGF2 GFRA1 GFRA2 EDN2 C5AR1 EFNB2 TUBB3 TNFRSF8 SLIT1 SPTBN2 EPHB2 SPTAN1 DOK4 NCAM1 FOLR2 CCL18 DOCK4 CNTN4 TGFB2 PDGFA IL6 NRP1
"CHLORIDE TRANSMEMBRANE TRANSPORT%GOBP%GO:1902476"	0.549141965678627	0.679902670171946	0.0619762736001998	0.414105436515449	0.935546461888528	22	ANO6 GABRB2 CLIC4 SLC26A10 SLC26A2 CLCNKB CLIC5 CLCN3 CLCN6
"CHLORIDE TRANSPORT%GOBP%GO:0006821"	0.628776978417266	0.748002654899724	0.0518457624865066	0.352912028907015	0.893240606265822	40	CLIC3 TTYH3 ANO6 GABRB2 CLIC4 SLC26A10 SLC12A2 SLC26A2 BEST1 CLCNKB CLIC5 ANO8 CLCN4 CLCN3 CLCN6 TTYH1 ANO7 ANO10
"CHOLESTEROL BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 61%191273"	0.0350188893057081	0.0844931546388783	0.321775918075361	-0.564108630667404	-1.44979286250414	22	FDPS EBP PPAPDC2 FDFT1 NSDHL ACAT2 HSD17B7 ARV1 PMVK DHCR24 HMGCS1 IDI1 MVK CYP51A1
"CHOLESTEROL BIOSYNTHETIC PROCESS%GOBP%GO:0006695"	0.162576687116564	0.27545181851509	0.193813302725311	-0.451102473423153	-1.26492677263444	30	FDPS EBP CNBP PPAPDC2 FDFT1 NSDHL ACAT2 HSD17B7
"CHOLESTEROL EFFLUX%GOBP%GO:0033344"	0.12621359223301	0.227432638813134	0.195789002148949	-0.540680432531865	-1.32894889406704	17	APOC1 APOC2 ABCG8 APOE
"CHOLESTEROL HOMEOSTASIS%GOBP%GO:0042632"	0.647398843930636	0.764484783030838	0.0507027937029348	0.352866359224024	0.876581939080987	35	GPIHBP1 LPL CAV1 PTCHD2 ABCA2 ABCA1 LCAT LRP5 EHD1 PCSK9
"CHOLESTEROL METABOLIC PROCESS%GOBP%GO:0008203"	0.91063829787234	0.955313929820288	0.0341204536062472	0.269956622639101	0.710098180768807	52	OSBPL5 CH25H CLN8 CES1 TM7SF2 ABCA1 ACLY RXRA LCAT
"CHOLESTEROL TRANSPORT%GOBP%GO:0030301"	0.28343023255814	0.419061928403449	0.0928481214159878	0.458097544600615	1.14159587505006	36	CD36 OSBPL5 CAV1 CES1 LRP6 ABCA1 LCAT SYT7
